pIC50,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BCUT2D_LOGPLOW,Chi0,Chi0n,Chi0v,Chi1,Chi2n,Kappa1,Kappa3,LabuteASA,SMR_VSA3,SMR_VSA5,SlogP_VSA5,HeavyAtomCount,NOCount,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHeteroatoms,NumRotatableBonds,fr_NH0,fr_benzene,fr_pyridine
8.36,516.5240000000003,489.3080000000003,516.209673384,196,-2.4952038390795748,26.95745467888409,20.25000282994412,20.25000282994412,17.402033895960127,9.702609085227095,26.37521757433029,5.523093453185956,210.5059059223248,19.8518452936921,62.9510018596441,49.0313794356251,37,9,0,3,12,7,4,0,2
8.36,424.48000000000025,399.2800000000002,424.20230226,162,-2.314026630984824,22.5956473593183,17.685052968859903,17.685052968859903,14.712858514970236,8.040479613736252,22.18140805700986,5.3508886398547535,179.29160617461574,19.8518452936921,38.83492486212953,43.11347338946369,31,8,0,3,9,8,4,0,2
8.35,505.5350000000004,478.3190000000003,505.2073669640001,192,-2.3588151762312504,25.191659197566093,20.47523540194612,20.47523540194612,18.17416773104502,8.903750321490282,23.2231011549346,4.791285950834644,212.1553495496765,19.935914083788838,19.26246486877803,29.75093004769831,37,12,0,4,12,6,6,0,2
8.35,428.4680000000001,403.26800000000014,428.19721688,164,-2.4174561450252607,22.758784066134837,17.516331151826886,17.516331151826886,14.612410768570088,7.63645821872439,22.161863229231635,4.798875531068191,178.03549717580688,19.8518452936921,32.543937805565854,41.48718895060951,31,9,0,3,10,8,3,0,2
8.35,493.5310000000003,470.3470000000003,493.197470976,184,-2.2525332360396244,25.777445635193,20.212058272886416,20.212058272886416,17.99553493609094,8.64152356016257,23.62345523973014,5.278164374403445,211.72428216952207,35.20587216741962,32.85489325736779,47.04749447856989,37,11,1,4,11,8,7,1,2
8.35,476.94000000000034,450.73200000000026,476.173894592,176,-2.418807014973762,23.58721119088101,18.38547929470609,19.141408240724544,15.719365256252168,8.573036559403722,23.34194531009007,5.400387821527422,194.86305045975416,25.06523038934697,44.50368468087521,37.04710632100208,33,9,0,3,11,7,4,0,2
8.35,391.4790000000001,366.2790000000001,391.21205842000006,150,-2.269415043401964,20.96589084732138,17.099981714664132,17.099981714664132,13.884249150759292,7.630549700677738,20.269054406717288,4.689209614102658,169.5199385688447,25.06523038934697,40.15761125083647,50.03721058915431,29,8,0,3,8,7,5,0,2
8.35,437.4790000000002,413.28700000000026,437.19755122800007,166,-2.418959983720657,22.880104409694468,17.83937334554641,17.83937334554641,15.257370058712953,8.49647815753501,21.644452916300825,4.381636816303979,183.83881868483437,25.06523038934697,50.92450630380122,49.0313794356251,32,9,0,3,10,7,5,0,2
8.35,433.5160000000004,406.3000000000002,433.222623104,166,-2.285520737421379,22.50142475325411,18.336657129874183,18.336657129874183,15.546045193307767,8.292450959230246,21.711838887695,4.863329461118789,186.3575368736156,25.06523038934697,39.15178009730724,49.0313794356251,32,9,0,3,9,7,5,0,2
8.35,437.4790000000002,413.28700000000026,437.19755122800007,166,-2.418935224797888,22.880104409694468,17.83937334554641,17.83937334554641,15.257370058712953,8.484575657066669,21.644452916300825,4.381636816303979,183.8703651164296,24.83582381463931,50.92450630380122,49.0313794356251,32,9,0,3,10,7,5,0,2
8.35,483.53600000000034,458.3360000000003,483.21312104,182,-2.3621811359565807,25.07033885400645,19.971571296880253,19.971571296880253,17.51237168849655,8.650744529720642,23.1944675386881,4.799083376624131,207.29928638763965,24.73242030628785,19.88931522852921,29.76891456684706,36,11,0,4,11,6,7,0,3
8.34,443.4580000000002,420.2740000000002,443.188129416,168,-2.4182085313967043,23.46589084732138,17.803124256182546,17.803124256182546,15.133578818625264,7.924001992946137,23.022386137565853,4.973416445833692,182.6452431268932,25.06523038934697,38.58577863471381,36.69265176653768,32,9,0,3,11,8,5,0,2
8.34,451.5460000000003,421.3060000000002,451.23835342,174,-2.4154992411711205,23.16456146007064,19.01386025529884,19.01386025529884,15.775008148917994,9.934479054863656,21.82525951557093,4.709512140788594,191.9821905292784,19.8518452936921,70.05713660621691,62.73039281270613,33,7,0,3,8,6,3,0,2
8.34,432.5280000000003,404.30400000000026,432.2273741359999,166,-2.4192403607876463,22.88010440969447,18.59154554622685,18.59154554622685,15.253151974494314,9.066170883370315,21.779235977581475,4.578809206251495,186.8501238469535,19.8518452936921,64.13923056005554,62.37593825824173,32,8,0,3,8,5,4,0,2
8.34,496.5970000000003,468.3730000000003,496.200507756,184,-2.432459427466191,25.164561460070644,19.816290417618443,20.63278699854617,16.624343455292628,9.104152633636614,24.56097188667258,5.929154520770265,203.55462972013183,29.787325253799057,57.65628337852918,55.45220105855111,35,11,0,3,12,7,5,0,2
8.34,273.384,250.2,273.195345736,108,-2.3586795169717214,14.11251969619286,12.47946898800457,12.47946898800457,9.647867045540844,6.0309667875666175,13.367084453287442,2.4984757855443984,119.34986776399114,19.851845293692104,44.69070534969059,31.246737983401037,20,5,0,2,5,3,3,0,0
8.34,343.3830000000001,322.2150000000001,343.15320615200005,132,-2.30553171771238,17.97432701575866,14.242978985242436,14.242978985242436,11.935560745775549,6.330581236020291,17.00803372505024,3.812983295487312,145.05125104794098,10.30076712495354,38.834924862129526,37.04710632100208,25,7,1,1,7,6,1,1,1
8.33,457.5160000000002,434.3320000000002,457.153223216,168,-2.344456113947696,23.302754140504845,17.53183336724227,18.348329948169997,15.212858514970236,7.172819284187607,23.139814735967278,5.580787670882277,184.7068246189194,24.57394015814419,12.965578028838586,22.845177367156435,32,11,0,3,12,9,4,0,2
8.33,485.56400000000025,453.3080000000002,485.255066104,188,-2.417880687333822,25.327698166887178,20.363937210236,20.363937210236,16.52389570889248,9.741553686927697,24.80318293286808,5.513266129791727,202.7617370861535,24.83582381463931,58.03430384507874,44.47375909745732,35,10,0,3,11,8,5,0,1
8.33,426.4840000000002,404.3080000000002,426.191657324,160,-2.2729288529188505,22.50142475325411,17.779246117732967,17.779246117732967,15.546045193307767,7.5593012713661984,20.93278562067283,4.542606518596582,184.7018544126654,30.049208910294176,26.31013685145522,35.33236605854405,32,9,0,4,9,7,6,0,3
8.33,449.5360000000001,426.3520000000003,449.152160596,164,-2.2973049618891928,22.501424753254117,17.318011243579242,18.134507824506965,15.584049995768552,7.1367288969884335,21.692584615365973,4.696041151818609,188.5312020229076,15.284745645900747,12.145807216896262,21.96328099661377,32,8,2,2,9,8,2,2,1
8.33,415.4610000000002,394.2930000000002,415.18690629200006,156,-2.2733501246261105,21.794317972067564,17.124545579353715,17.124545579353715,15.046045193307767,7.258568312790738,20.030719976627747,4.351273809748057,177.9110148336797,35.03318743124139,26.31013685145522,35.46284256169552,31,10,0,4,10,7,6,0,2
8.33,455.4940000000002,429.2860000000002,455.208115912,174,-2.421857953862055,24.388540578131757,18.795023109483648,18.795023109483648,15.446838749694464,8.891310864887632,24.030936463775323,5.417211056266039,189.6388835905596,25.06523038934697,45.00660025763982,43.6163889662283,33,10,0,3,11,8,5,0,2
8.33,439.4950000000002,413.2870000000002,439.213201292,168,-2.4180336835192238,23.46589084732138,18.42515978317332,18.42515978317332,15.133578818625264,8.177946933447908,23.090883761461825,5.002197103902716,184.8446498383636,25.06523038934697,51.93033745733044,50.03721058915431,32,9,0,3,10,8,5,0,2
8.33,421.4360000000002,401.2760000000002,421.16625110000007,158,-2.387209434133083,21.95745467888409,16.723437933013436,16.723437933013436,14.99473359829151,7.232879483692014,20.28,4.302212008043665,176.8379834381457,25.168633897698435,25.055159470510272,28.763083413317837,31,9,0,3,10,7,4,0,2
8.32,453.4780000000002,429.2860000000003,453.192465848,172,-2.417714829135033,23.750347897697548,18.15683042904945,18.15683042904945,15.706058463696698,8.653500246603965,22.569549211208315,4.764968443714468,188.63305243703036,25.06523038934697,38.0828630579492,36.18973618977307,33,10,0,3,11,8,5,0,2
8.32,416.5220000000001,391.3220000000002,416.16822526,154,-2.4177729644832717,21.1814337969452,16.862010775140384,17.67850735606811,13.663722363586343,7.742503704776888,21.13663065478564,4.885866095636524,172.7553157415522,15.284745645900747,45.50951583440444,38.05293747453131,29,6,0,3,8,7,2,0,2
8.32,514.6020000000003,479.3220000000003,514.27038182,200,-2.417879022087515,27.32769816688717,22.001929711480376,22.001929711480376,17.345262913938395,9.96810541360601,27.85093709276143,7.386320333210355,215.18372446389216,25.16863389769843,72.00571302744656,57.46386336560956,37,10,0,3,11,10,3,0,2
8.32,466.5170000000002,439.3010000000002,466.212866944,178,-2.4172305894134447,25.095647359318303,19.372753540366023,19.372753540366023,15.88617857791464,8.985014971792241,24.825005285196504,5.948628001646718,196.12612112342072,19.8518452936921,45.06872581624016,43.6163889662283,34,9,0,3,10,8,4,0,2
8.32,485.56400000000025,453.3080000000002,485.255066104,188,-2.417880687333822,25.327698166887178,20.363937210236,20.363937210236,16.52389570889248,9.741553686927697,24.80318293286808,5.513266129791727,202.7617370861535,24.83582381463931,58.03430384507874,44.47375909745732,35,10,0,3,11,8,5,0,1
8.32,454.5060000000003,427.29000000000025,454.212866944,174,-2.418934401961578,23.750347897697548,18.50789498338961,18.50789498338961,15.630048858775128,8.87829278497346,22.656378575603984,4.799323330304015,189.7595502510709,19.8518452936921,50.92450630380122,53.82591661969691,33,9,0,3,10,8,3,0,2
8.32,484.5860000000003,456.36200000000025,484.200507756,180,-2.446936295998842,25.0956473593183,19.7473763168661,20.563872897793825,15.881960493695995,8.956138792040631,25.07024443495039,6.2701422192613725,198.19551875926447,29.787325253799057,45.69653650321981,50.03721058915431,34,11,0,3,12,9,5,0,2
8.32,327.3400000000001,310.204,327.12190602400005,124,-2.348396395771369,16.844570503761737,13.113222473245514,13.113222473245514,11.57971869811898,6.186118351826089,14.74277894187993,2.325360516328547,137.68047778001514,10.30076712495354,12.462662452073973,16.778810298694825,24,7,1,1,7,5,1,1,1
8.32,486.5270000000002,458.3030000000002,486.230328576,186,-2.4176686161332475,25.96589084732138,19.932880768179466,19.932880768179466,16.296862180437596,9.316970329351788,25.76710448189021,6.18531538481951,200.71501805269915,25.06523038934697,51.55725644692816,50.03721058915431,35,10,0,3,12,9,5,0,2
8.32,491.5310000000002,465.3230000000002,491.219349292,186,-2.4172539952554013,26.034804948073724,20.242616866676357,20.242616866676357,17.06190051135326,9.210499099831305,24.745042407384226,5.156397031861625,205.93406390039647,35.26259400594904,45.38558105141786,55.22822300723816,36,11,0,4,12,8,6,0,2
8.32,301.4380000000001,274.22200000000004,301.226645864,120,-2.3588030604674453,15.689869965382488,14.056819257194196,14.056819257194196,10.558550648063802,6.957996425315129,15.282399930999288,2.9502984826852066,132.0797519927844,19.851845293692104,57.5323485955426,51.01211842894368,22,5,0,2,5,4,3,0,0
8.31,451.5060000000003,425.2980000000002,451.213201292,172,-2.3611570727520035,23.37166824125719,18.58486509088649,18.58486509088649,15.956728795830728,8.36794798949612,22.60813795339622,5.091458069340612,190.52307227654185,25.06523038934697,38.90263386989152,42.610557812699085,33,9,0,3,10,7,5,0,2
8.31,472.9120000000002,450.7360000000002,472.153827844,172,-2.417228318470008,23.75034789769755,18.12058133968558,18.876510285704036,15.613212106369522,8.069732550593873,22.617785661167883,4.936075151175077,192.95989558921497,34.84571513279319,25.62020060587523,24.205463075150067,33,10,0,4,12,7,6,0,2
8.31,434.5040000000004,408.2960000000002,434.217872072,166,-2.410119453541141,22.50142475325411,18.20652045618452,18.20652045618452,15.546045193307767,7.902040938161242,21.673331252322185,4.847273578025649,185.7524284294224,29.965140120197447,19.88931522852921,29.76891456684706,32,10,0,3,10,7,6,0,2
8.31,475.5530000000003,446.32100000000025,475.23318778800007,182,-2.435052759717072,24.949018510446816,20.038178800844246,20.038178800844246,16.87174369600325,8.979422423759857,24.009144276702227,5.51342364158182,203.2457617223128,25.168633897698435,57.65628337852918,55.4522010585511,35,10,0,3,10,6,4,0,2
8.31,477.5690000000004,446.3210000000003,477.24883785200007,184,-2.4310438846982483,24.20009536600337,19.86660592559043,19.86660592559043,17.063683283512802,9.32903109427944,23.223050919033295,5.425327608673861,203.43194098265795,30.15261241864564,63.57418942469057,55.80665561301551,35,10,0,3,10,6,4,0,1
8.31,470.48000000000025,446.2880000000002,470.187795068,178,-2.4192775801902235,24.45745467888409,18.62596627071225,18.62596627071225,16.168053661235913,8.657962647782474,23.535243055169136,4.82841713613794,193.92979776791623,19.8518452936921,37.83371683053348,29.76891456684706,34,9,0,3,11,7,4,0,2
8.3,490.57200000000034,460.3320000000003,490.2553202000001,188,-2.525819022554493,25.07033885400645,20.51516120955752,20.51516120955752,17.516702986146118,9.242361458194232,23.747478194759463,5.156574436112062,208.8209052702328,34.532239767988806,37.76696814999996,31.3772144865525,36,12,0,3,12,5,8,0,1
8.3,468.56100000000026,440.33700000000033,468.227374136,178,-2.407903045024154,23.94058234200953,19.35392531120473,19.35392531120473,17.063683283512805,9.664666550812283,21.583802536537828,3.985715543228978,203.16910174809288,14.867866772744891,25.30430569792599,29.620453544546848,35,8,2,1,8,6,3,2,0
8.3,436.5640000000003,404.3080000000002,436.269907644,170,-2.311390714933488,22.457454678884098,19.29827216572065,19.29827216572065,15.310282186423995,9.83210129434253,20.93462784670962,4.0864813087424805,187.39997606125257,29.215451163982472,64.0771050014552,58.53817974907184,32,9,0,3,9,6,6,0,1
8.3,421.4270000000001,399.251,421.1837929840001,160,-2.4236574966551108,21.46589084732138,16.278225369754576,16.278225369754576,14.21936525625217,7.489892279614063,20.20327947610741,3.971245897957402,169.77838397617694,19.39456444536288,43.94326666744344,41.865679665472776,30,8,0,3,11,4,4,0,0
8.3,437.5290000000002,414.3450000000002,437.163393976,160,-2.403223040519876,21.208531534440663,16.97985457964231,17.796351160570033,15.20784123585624,7.713500715169303,19.93359375,4.119873046875,182.6344329558937,20.26872416684796,18.88348407499998,18.40509473754901,31,9,1,2,10,4,4,1,0
8.3,479.58900000000034,446.3250000000003,479.2757212960001,186,-2.5258187583213823,24.36323207281991,20.56794761405756,20.56794761405756,16.978698183685335,9.386699025491636,23.28022451622961,5.291379177652212,204.4283255887641,34.532239767988806,44.69070534969059,31.3772144865525,35,11,0,3,11,5,7,0,1
8.3,417.4690000000001,394.28500000000025,417.180089596,158,-2.297306320671497,22.216967702877938,16.90976295311538,16.90976295311538,15.049575153157903,6.791018851593437,21.771094081649828,5.3628424258711815,179.74704803567977,10.30076712495354,12.145807216896262,27.52673248831077,31,8,2,1,8,8,2,2,1
8.3,454.5540000000003,423.30600000000027,454.260485832,176,-2.311395399163507,23.164561460070644,19.383343419916425,19.383343419916425,15.848286988884782,9.741677961666754,21.815771056869863,4.436920984302928,191.5655114641788,29.215451163982472,57.15336780176456,51.61444254938121,33,9,0,3,10,7,6,0,1
8.3,495.5880000000004,462.3240000000003,495.27063591600006,192,-2.525883300653683,25.23347556082299,20.97619590452143,20.97619590452143,17.406218538613903,9.55836968026082,24.043389867736103,4.987232396586844,208.79981917540323,34.115360894832946,37.76696814999996,25.68328649170404,36,12,0,3,12,5,7,0,1
8.3,437.50000000000006,410.2840000000003,437.206304344,168,-2.391886672011551,22.241911729260277,17.861601156256512,17.861601156256512,15.508040390846984,8.54675636056373,20.868410985683614,3.830391400145572,184.6400953247974,14.951935562841626,31.5943324272612,13.344558822616634,32,9,1,2,9,4,3,1,1
8.3,489.5360000000004,462.3200000000003,489.2124523440001,186,-2.3588151764964844,24.484552416379547,20.066987111482256,20.066987111482256,17.636162928584238,9.002769885487856,22.47248175110008,4.488726268928706,207.0418043201696,19.935914083788838,26.186202068468653,35.44485804254677,36,11,0,4,11,5,6,0,2
8.3,513.5770000000002,485.3530000000004,513.2288513560001,194,-2.4086885775726885,26.225039392385707,20.679103379713915,20.679103379713915,18.45753013363016,10.09942213155408,24.02275284096916,4.574448854230066,218.92971480629447,19.8518452936921,25.30430569792599,29.620453544546848,38,9,1,2,10,7,4,1,1
8.3,447.4950000000001,422.2950000000003,447.19065428,170,-2.2973134944258926,23.37166824125719,18.000554160076202,18.000554160076202,15.977896845885905,7.698744458348475,22.25132106376299,4.943843895223694,190.42496359873024,10.30076712495354,18.566628839822272,27.52673248831077,33,9,2,1,9,8,1,2,1
8.3,417.47700000000015,394.2930000000002,417.2025563560001,158,-2.442378203286882,21.37166824125719,17.433186332726727,17.433186332726727,15.080520035918417,7.683889406803034,19.190003164062816,3.726072148890639,178.6781981663481,34.26243121810778,6.923737199690624,15.921440167465814,31,10,0,4,10,4,8,0,1
8.3,336.39900000000006,316.23900000000003,336.16985926000007,128,-2.3503347553315166,17.225403871315223,13.774468624416564,13.774468624416564,12.203509938206668,6.230344734317834,15.589160789359,3.182246413824962,144.8309123797894,19.685440252162543,18.88348407499998,23.19963192162084,25,7,0,3,7,4,3,0,2
8.3,471.5690000000004,442.3370000000003,471.24950654800006,180,-2.311374045881293,23.992988584816832,20.270049625910197,20.270049625910197,16.955241476566865,9.858855870653372,21.845414980937395,4.53036774974494,203.35867145967612,39.600287079032746,51.17365253121695,44.34279251539108,35,10,0,4,10,6,8,0,1
8.3,458.5260000000002,432.31800000000027,458.2178720720001,174,-2.408053521927964,23.23347556082299,18.569088099135808,18.569088099135808,16.56368328351281,9.247267544922932,20.642424516840627,3.5486973949195164,195.5979101500537,24.83582381463931,25.30430569792599,29.620453544546848,34,10,1,2,10,6,4,1,0
8.3,399.8820000000002,377.7060000000001,399.14620262400007,146,-2.370629995938607,19.67299762850792,15.546860288425709,16.30278923444416,13.52487714325259,7.126789515200077,18.71075723968083,3.6768377675502864,167.49683094564762,14.59805822286387,25.869346833290944,30.12336912131146,28,7,1,2,8,4,4,1,0
8.3,501.6160000000003,474.4000000000003,501.194694104,184,-2.4204358638729446,25.28588180363028,20.10170797056992,20.91820455149765,17.35832369001685,9.438071195369814,23.909723839387787,4.673481854738822,212.4022871899789,24.83582381463931,57.2154933603649,60.45982475540387,36,9,0,4,10,6,5,0,2
8.3,500.6280000000002,472.40400000000034,500.199445136,184,-2.4086159454020293,24.64768912319608,19.762173601668596,20.57867018259632,17.56368328351281,9.719613242947204,22.72559210889867,4.236394364373113,213.18489469283324,14.867866772744891,25.30430569792599,29.620453544546848,36,8,1,2,9,7,3,1,0
8.3,478.5320000000002,451.31600000000026,478.22410032400006,182,-2.408030926943744,24.103719048826072,19.292352033765784,19.292352033765784,16.95753013363016,9.39755439819071,21.77998678918314,3.9488748522757096,200.68392225084776,20.16532065849649,19.386399651764595,12.114749617774471,35,10,1,2,11,6,4,1,0
8.3,518.6470000000003,488.40700000000027,518.2212432,192,-2.475834760608592,25.191659197566096,20.736469251900765,21.55296583282849,18.174167731045024,9.317818035887925,23.68381882758761,4.962823059633925,218.27842913163883,25.252702687795164,18.88348407499998,12.84164324585202,37,10,1,3,11,6,5,1,1
8.3,541.6310000000001,509.37500000000034,541.2601514840001,206,-2.46645500311874,27.802389661575333,22.25645364890353,22.25645364890353,19.351376983747517,10.814104610467217,25.94058512350332,5.140243782277998,231.83484260994783,19.76777650359537,12.462662452073973,16.77881029869483,40,9,2,1,10,7,4,2,0
8.3,479.4380000000002,458.2700000000002,479.1692857920001,180,-2.417646158730513,25.095647359318296,18.188809714197927,18.188809714197927,15.886178577914636,8.016267777847014,24.844621773962608,5.957582258904546,190.97631393274568,25.06523038934697,38.21732074624472,36.18973618977307,34,9,0,3,13,8,5,0,2
8.29,447.4990000000003,422.29900000000026,447.20188766,170,-2.4005074003248,23.534804948073724,18.485392396344203,18.485392396344203,15.85057564594808,8.585757423799388,22.203125,4.768959435626102,190.34392370286065,19.8518452936921,57.65628337852918,55.45220105855111,33,10,0,3,10,6,5,0,2
8.29,482.54800000000034,456.3400000000003,482.217872072,182,-2.3563143566465445,25.07033885400645,20.10170797056992,20.10170797056992,17.51237168849655,8.792545639973481,23.26116563957893,4.824610023319977,208.0796384066932,19.74844178534064,19.88931522852921,29.76891456684706,36,10,1,3,10,6,6,1,2
8.29,405.46200000000016,382.2780000000001,405.191322976,154,-2.4062365198643936,21.087211190881018,16.922443567501087,16.922443567501087,14.546045193307766,7.710230065922428,19.79119801977808,4.088558361364003,173.62765264482235,25.06523038934697,26.31013685145522,36.18973618977307,30,9,0,3,9,7,5,0,2
8.29,424.48000000000025,399.2800000000002,424.20230226,162,-2.314026630984824,22.5956473593183,17.685052968859903,17.685052968859903,14.712858514970236,8.040479613736252,22.18140805700986,5.3508886398547535,179.29160617461574,19.8518452936921,38.83492486212953,43.11347338946369,31,8,0,3,9,8,4,0,2
8.29,510.6240000000004,480.3840000000003,510.21615782,190,-2.477225739421081,26.034804948073724,20.7635040131184,21.58000059404613,17.094592581804367,9.432608280505187,25.530451416312943,5.169367019082097,210.1295433211238,29.3704463806432,57.87021173289261,56.458032212080326,36,11,0,3,12,7,6,0,2
8.28,503.6070000000003,477.3990000000003,503.190357672,184,-2.406835518217639,25.28588180363028,20.03245884807919,20.84895542900692,17.35832369001685,9.371792390642716,23.881087203383192,4.663016306909227,211.7735888407091,24.83582381463931,57.283202368126894,60.45982475540387,36,8,0,4,10,6,5,0,2
8.28,512.5960000000003,484.3720000000003,512.1954223759999,190,-2.476861922416934,25.708531534440656,20.061402001265765,20.87789858219349,17.280025428031987,8.488190597986337,25.52074840301194,5.796637702004765,209.01034246672276,28.879156149440423,19.88931522852921,29.76891456684706,36,12,0,3,13,9,5,0,2
8.28,482.5520000000003,456.3440000000003,482.22910545200006,182,-2.433864126753194,25.07033885400645,20.06332300641639,20.06332300641639,17.51237168849655,8.788372094024847,23.1944675386881,4.799083376624131,207.7356033417408,30.049208910294176,19.88931522852921,29.76891456684706,36,11,0,4,11,6,7,0,3
8.28,548.6230000000002,515.3590000000004,548.2659651360001,210,-2.4220906516058647,28.44058234200953,22.523642517949163,22.523642517949163,19.117543404019088,11.200060492846877,27.45663589976472,6.200969482256483,230.73402450133656,30.3820189933533,76.22881200172722,68.29384430440314,40,11,0,3,12,9,5,0,2
8.28,410.5030000000001,388.3270000000002,410.152494944,150,-2.107525475768223,20.38010440969447,16.215336786314545,17.03183336724227,14.046045193307767,7.06100643537026,19.28398278440829,4.0555371796490345,170.79752102420426,24.961826880995503,32.85489325736779,20.268296022307258,29,8,0,4,9,7,4,0,2
8.28,431.89900000000017,408.7150000000002,431.152430876,158,-2.4175999223008877,21.465890847321376,16.6931541155588,17.449083061577255,14.219365256252168,8.090031379910236,20.558250861241085,4.391528932263805,177.83151945210284,19.8518452936921,44.50368468087521,37.04710632100208,30,7,0,3,9,7,3,0,2
8.28,443.4580000000002,420.2740000000002,443.188129416,168,-2.4182085313967043,23.46589084732138,17.803124256182546,17.803124256182546,15.133578818625264,7.924001992946137,23.022386137565853,4.973416445833692,182.6452431268932,25.06523038934697,38.58577863471381,36.69265176653768,32,9,0,3,11,8,5,0,2
8.28,406.45000000000016,384.2740000000001,406.186571944,154,-2.406076977791788,21.087211190881018,16.55220007949801,16.55220007949801,14.600886748174158,7.078439725310674,19.599703497162448,3.7480345979171465,172.60260122743847,25.06523038934697,25.807221274690605,35.68682061300846,30,10,0,3,10,7,5,0,2
8.28,536.6120000000002,503.3480000000004,536.2659651360001,206,-2.512820141420472,27.57033885400645,22.023642517949163,22.023642517949163,18.70685980149613,10.818246031480646,26.927647634882533,6.1627707231187046,225.3211055164031,30.3820189933533,69.42900958502315,55.45220105855111,39,11,0,3,12,9,5,0,2
8.28,494.5710000000004,463.3230000000003,494.244167072,190,-2.4187934069991823,25.871668241257183,20.408287446298758,20.408287446298758,17.189221711291086,9.910147263752329,25.540154591082626,5.636519194455547,208.5397772308689,19.8518452936921,57.34532792672724,55.45220105855111,36,9,0,3,10,8,4,0,2
8.28,418.44800000000015,394.2560000000002,418.1928804479999,160,-2.417900461020874,22.051677284948283,17.14880387949604,17.14880387949604,14.057569213703696,7.84109096783888,21.56603947942825,4.702517240384798,171.88772133102788,25.06523038934697,45.50951583440444,38.05293747453131,30,8,0,3,10,7,4,0,2
8.28,443.45800000000025,420.2740000000002,443.1881294160001,168,-2.417560067648354,23.30275414050484,17.639987549366015,17.639987549366015,15.239731968507911,7.693625827790552,23.022386137565853,5.148369424350245,182.6452431268932,25.06523038934697,32.04102222880124,36.18973618977307,32,9,0,3,11,9,5,0,2
8.28,471.5120000000002,444.2960000000002,471.219429544,180,-2.417668380585847,25.095647359318303,19.432880768179466,19.432880768179466,15.88617857791464,9.119792075844652,24.98195010140728,6.02041290475518,195.37512735568643,25.06523038934697,51.55725644692816,50.03721058915431,34,9,0,3,11,9,5,0,2
8.28,401.44600000000014,377.2540000000001,401.197551228,154,-2.417787030155721,21.60408352775558,16.69348913729718,16.69348913729718,13.59557401616448,7.277539755973285,21.974230695746577,6.359235771093598,167.96031989982546,20.26872416684796,45.50951583440444,43.6163889662283,29,9,0,2,10,8,4,0,1
8.28,393.45100000000014,370.26700000000017,393.1913229760001,150,-2.278104053270475,20.96589084732138,16.547195310164092,16.547195310164092,13.884249150759292,7.085724216606467,20.230095177968085,4.672205242031773,167.94923020664413,25.06523038934697,39.33784043889415,43.11347338946369,29,9,0,3,9,7,5,0,2
8.28,481.58200000000033,454.3660000000002,481.1896087239999,178,-2.447513635323753,24.24191172926027,19.06236250384108,19.956789694841,16.33373889354247,8.66141937240131,23.66092783538205,5.3492657321826655,199.10813667038727,24.75175502454258,38.7727993035292,42.610557812699085,34,10,0,3,11,7,5,0,2
8.28,414.4850000000002,387.2690000000002,414.217952324,160,-2.417779894526435,21.888540578131757,17.478326349366103,17.478326349366103,14.13004885877513,7.986450186447964,21.50746527777778,5.235354273192112,174.06976408663076,19.9148468268702,45.50951583440444,38.05293747453131,30,8,0,3,9,8,3,0,2
8.27,500.5750000000002,467.31100000000026,500.254731756,194,-2.417879006177263,26.45745467888409,21.1316862234773,21.1316862234773,16.98942086628183,9.234512195319812,26.867454311778904,6.688059596298481,208.81878234949556,25.16863389769843,58.97800944000764,50.54012616591893,36,10,0,3,11,10,3,0,2
8.27,552.6950000000004,511.3670000000004,552.322417392,216,-2.4178790830510786,28.86323207281991,23.8363221081358,23.8363221081358,19.00705895648687,11.64537834005815,29.452616835471822,7.559710142456256,234.52411653844248,25.16863389769843,90.57920197787308,82.14131870378438,40,9,0,3,10,11,3,0,2
8.26,434.5440000000003,404.30400000000026,434.2430241999999,168,-2.2805170666007704,23.302754140504845,19.268123190814585,19.268123190814585,15.174853712509451,8.891782510986289,23.227899043337622,5.829093833042369,188.1752664777936,19.8518452936921,52.68239926151077,56.96094778884493,32,8,0,3,8,8,4,0,2
8.26,477.5720000000003,450.35600000000034,477.227708484,180,-2.359389490234635,25.07033885400645,20.27119011098843,20.27119011098843,17.51237168849655,9.23150794737033,23.24210777330551,4.817310613195223,209.2780871351871,24.83582381463931,45.19362092645521,54.59483092732209,36,8,0,4,8,6,5,0,3
8.26,489.45800000000025,467.28200000000027,489.173622224,184,-2.423328200587433,25.380104409694468,18.796443800842184,18.796443800842184,16.491350293437172,8.69739715845963,24.367281858677615,5.03033667839089,197.2834347201937,25.06523038934697,37.58457060311776,29.76891456684706,35,10,0,3,13,7,5,0,2
8.25,469.97700000000026,441.7530000000002,469.19930081600006,174,-2.4020060325962604,23.53480494807372,18.930544714199986,19.68647366021844,15.850575645948078,8.646126103340265,22.97489589530042,5.081836853018348,196.86606247317343,30.382018993353302,51.61444254938121,49.8887495668541,33,9,0,3,10,6,4,0,2
8.25,407.4780000000001,382.2780000000001,407.20697304,156,-2.2801690855193337,21.672997628507925,17.254302091350635,17.254302091350635,14.422253953220077,7.559470918424149,21.204924512748317,4.722909490737756,174.3141723210407,25.06523038934697,33.23387405114585,43.11347338946369,30,9,0,3,9,8,5,0,2
