Smiles,pIC50,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)c(F)c1,7.4,14.898948119013955,14.898948119013955,0.03050376297851054,-3.2588290710907324,0.45354116853651116,15.514285714285714,497.55600000000015,473.36400000000026,497.16453684800007,182,0.2618041601121383,-0.30626764978965726,0.30626764978965726,0.2618041601121383,1.2,1.9714285714285715,2.6857142857142855,32.23325765704193,9.946774878975457,2.2856905695581906,-2.2870641330926382,2.3145445329184944,-2.367278388566787,7.878932065387861,0.10225935845370812,3.431498862711872,1.4911606683553018,1521.150727894643,24.741911729260266,19.218818755317255,20.03531533624498,16.702528503846562,11.118246039080082,12.966557658344584,8.657662895093834,10.640100873412852,6.166373232115058,7.469556404635271,4.309536816531739,5.183646095879716,-3.6399999999999997,100697265.49630263,23.118256382956943,8.8563541235196,4.537279938255822,200.98996992493608,5.316788604006331,22.88592138526148,5.647177220767728,10.023291153407584,5.907179729351506,0.0,4.794537184071822,31.294607373008006,10.197363616602075,0.0,6.06636706846161,43.52793314262447,37.467473069674305,18.146540749972942,17.60274921607558,27.395510881361844,0.0,28.683758957606326,0.0,25.683286491704035,24.662070599342886,71.56041787643564,5.687386274683562,5.316788604006331,10.208277825509848,0.0,0.0,62.35401766662332,10.023291153407584,12.740958040736519,40.37491745432769,48.92236605714728,0.0,11.33456349545129,114.49000000000001,21.747691723804984,17.60274921607558,0.0,17.16874381254195,43.09012405112839,5.563451491696996,32.02139664364313,43.58289261676322,0.0,20.498130741555613,0.0,42.95583587084386,0.0,17.35524747604529,11.617680327284958,2.279266661086578,-0.6563493233674955,8.211147256370609,7.029900205999523,2.5494339301607374,-3.2588290710907324,0.30434782608695654,35,1,10,0,1,1,1,3,4,8,1,12,5,0,1,1,5,2.753820000000001,127.59100000000004,0,0,0,0,0,5,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
O=c1[nH]c(N2CCC3(CC2)CNC3)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,7.4,13.39596053004535,13.39596053004535,0.1195163821701517,-0.1195163821701517,0.4835578631534731,22.75,451.60000000000025,422.36800000000017,451.2154295480001,168,0.26429884438786727,-0.36518358380674476,0.36518358380674476,0.26429884438786727,1.125,1.96875,2.6875,32.13354004307019,9.73445886567672,2.397813687363132,-2.4800726163081706,2.3670715614183804,-2.580784078915029,7.212621245758201,0.12556048534949552,3.2195068004138343,1.3661155130904026,1135.5467790904777,21.54539482762413,18.11595652524121,18.932453106168936,15.6902031456512,11.623811065937723,12.440307646865449,9.378099082092655,10.40874796401902,7.1760112236759985,8.229905816775917,5.086439650143299,6.09503334625896,-2.4899999999999993,37354005.70112147,20.140661273392347,8.131961209447885,3.6771744647436244,190.40222330379007,20.85027554286947,16.388937966384788,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,11.336785877934737,12.13273413692322,49.77576750393661,38.765622858710834,10.216620634085363,0.0,33.31960857084162,0.0,25.585512770854287,5.41499046939678,31.725127320852,49.48523677033226,34.61927235297027,10.571075188549761,26.409542437921477,11.766202058821523,0.0,11.336785877934737,60.26231482746503,0.0,5.41499046939678,25.683286491704038,29.060005457918262,0.0,20.787695822635122,97.97,0.0,4.794537184071822,0.0,11.601107724199968,22.7446440199153,80.17606925811761,0.0,11.336785877934737,24.26546827384644,25.834254063816676,9.967957041894417,1.0756444988968024,1.5452121802960546,28.445423939261193,11.163627016058076,1.7980203333050842,1.3290426587301587,8.268619556380337,4.457377786582228,6.0003653638233985,0.0,0.5217391304347826,32,4,8,0,3,3,1,2,3,8,4,9,4,0,3,3,6,2.4003000000000005,129.7358,0,0,0,0,0,3,1,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cccc(F)c2)cs1,7.4,13.67362911483617,13.67362911483617,0.1777694747932843,-0.32075730153263704,0.5433820934232142,19.15625,456.5470000000002,431.3470000000002,456.17437326000004,168,0.2642984990463534,-0.3777738867817749,0.3777738867817749,0.2642984990463534,1.25,2.125,2.90625,32.133481827780535,10.079913411798941,2.2327897455388186,-2.2871040839979417,2.3162264255273755,-2.403238146749753,7.13087639411384,0.1217154757632396,3.297573028614563,1.5318702276712561,1137.4448782037318,21.915638315627206,17.56530599553083,18.381802576458558,15.669836433395457,10.83309341368701,11.712746224941904,7.94842138059527,8.806524232453285,5.693674951251223,6.553458090671846,4.0264382192748815,4.896762213705872,-2.819999999999999,38605821.81111253,21.048177704238775,9.352420398567373,4.522611797743588,188.41787623728337,20.270349892663187,22.206158807430683,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,9.374393568622029,4.9839785209472085,11.336785877934737,12.13273413692322,31.519133788687814,36.619624309048596,18.907691923874296,9.127278001474869,23.10298793675626,0.0,20.268724166847957,0.0,18.88348407499998,49.60948788753294,45.81655596448207,21.828454675095216,21.092753833915147,16.15661710649634,0.0,11.336785877934737,60.38656594466572,4.736862953800049,5.817220841045895,12.841643245852019,34.44006822838418,0.0,21.828454675095216,95.17,0.0,9.184952231746642,0.0,17.418328565245865,59.897933474767726,25.93115605767717,23.469520014857956,12.13273413692322,10.279972501316394,20.60153424990708,9.720841474747257,19.102673124146996,1.3523489858906523,27.662144281967965,9.259862167672345,1.4790665376190275,0.7480507844376965,6.472130157505962,2.063195465404333,4.360528495355023,0.0,0.4090909090909091,32,3,8,0,2,2,1,2,3,8,3,10,5,0,2,2,5,2.700000000000001,123.90610000000002,0,0,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
COC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C[C@@H]1O,7.4,13.316763117283951,13.316763117283951,0.16759107037876908,-0.63325307166584,0.4737895552402623,23.5625,436.51600000000013,408.2920000000002,436.222288756,168,0.26343258441390827,-0.3884896610437591,0.3884896610437591,0.26343258441390827,1.1875,2.0625,2.84375,16.4909962663406,10.068349578802763,2.330862908251657,-2.25830736253335,2.2728927218979806,-2.3905082081778524,5.831300456206659,0.021720297614359944,3.1976332310899007,1.5688690990548764,1159.9220446445236,22.078775022443743,18.044144072753475,18.044144072753475,15.6185248383792,11.056905389304774,11.056905389304774,8.436432201850955,8.436432201850955,6.2384037308866755,6.2384037308866755,4.488161577958051,4.488161577958051,-3.01,33541727.263912607,20.868410985683614,8.853340503710726,4.062519774837673,185.39572375620946,25.376877287503895,17.485280657280327,0.0,5.948339280986494,5.559266895052007,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,0.0,24.26546827384644,31.519133788687814,38.172131802628016,17.314595100213026,9.843390348640755,22.669126990902583,0.0,20.268724166847957,0.0,31.091416850496586,43.50552149978464,46.75200648989349,11.257379486545457,21.092753833915147,11.766202058821523,0.0,0.0,71.59705972725473,4.736862953800049,0.0,12.841643245852019,41.192739594841484,0.0,22.160304418626517,115.39999999999999,6.103966387748303,9.901064578912528,0.0,17.70507411194827,36.11309435719213,36.83408098975823,0.0,7.109797541277533,41.29811214162014,15.617555728959871,14.704819995694464,5.345708786332745,0.0,27.59977069338857,18.120265235316086,1.5586799558232645,0.9305514350802055,11.825474069786564,1.1045458408994167,2.607156455217318,1.5745141948224974,0.43478260869565216,32,4,9,0,2,2,1,2,3,8,4,9,5,0,2,2,5,1.3448999999999995,124.12590000000004,0,1,1,0,0,3,1,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cn1cc(NC(=O)c2cnc3ccc(N[C@@H]4CCCNC4)nn23)c(C#N)n1,7.39,12.679088174832222,12.679088174832222,0.1525779903790092,-0.4064971760309055,0.622866083954745,16.814814814814813,365.40100000000007,346.249,365.1712562280001,138,0.27563679261843915,-0.36462143424335514,0.36462143424335514,0.27563679261843915,1.4074074074074074,2.2962962962962963,3.074074074074074,16.150237589957854,10.086925762394872,2.18017112433315,-2.2368504528042457,2.1580844395538934,-2.382482450917473,6.034164602964518,0.10156024932208665,3.2478436555785737,1.5806436839878495,1022.870430781159,18.80275414050485,14.806708334157936,14.806708334157936,13.135361590784807,8.709688675147758,8.709688675147758,6.450606861481079,6.450606861481079,4.426720066709578,4.426720066709578,3.1381350222138824,3.1381350222138824,-3.4500000000000006,2420228.1352640414,16.988496813389084,7.0468062431763645,3.448456546753082,154.7390348020122,15.950365812018994,11.887084090627301,17.03503321046465,0.0,5.907179729351506,0.0,9.476340119217006,9.499376414562832,10.360573363039524,5.098681808301038,0.0,31.519133788687817,25.831112789350804,11.884229846296638,4.794537184071822,23.059606002637825,5.261891554738487,29.69533157031642,7.04767198267719,18.88348407499998,23.723090019837812,35.914277269846295,6.069221312792274,15.950365812018994,11.50524905251859,0.0,0.0,49.41707633663471,7.04767198267719,11.33111286753076,29.024036419620764,24.52642128014937,0.0,5.647177220767728,124.96,5.907179729351506,4.794537184071822,0.0,11.387855989696922,23.194267102434278,25.93115605767717,15.394044400373884,13.244515554290267,18.201955449715495,31.131707949568277,5.261891554738487,2.9697233659431532,0.0,16.909829624189744,27.059584063260353,1.3514984631441793,0.2762265894011934,5.929278011156723,5.231257472846474,1.921076153069611,1.684859590321906,0.35294117647058826,27,3,10,0,1,1,0,3,3,9,3,10,4,0,1,1,4,0.7506799999999993,98.37760000000003,0,0,0,0,0,5,0,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCNCC3)nc12,7.39,12.863266267003546,12.863266267003546,0.27380145001149003,-4.623371219774365,0.6750596113478774,15.333333333333334,419.4070000000002,399.2470000000002,419.1569095400001,158,0.4328614618790477,-0.49431825583226346,0.49431825583226346,0.4328614618790477,1.2666666666666666,2.033333333333333,2.7333333333333334,19.413227373506924,10.080026021040858,2.325642743804489,-2.22195798554375,2.3144152662852004,-2.2909477282906137,6.039696312197818,-0.14073897823423187,3.1726090334200983,1.6162302808989497,1073.9794540614153,21.30275414050484,16.161909795528857,16.161909795528857,14.346686456189994,9.481657434130458,9.481657434130458,7.066575835019499,7.066575835019499,5.023999090267456,5.023999090267456,3.521902834861435,3.521902834861435,-3.1399999999999997,7470796.299716979,20.145750111370365,7.941677200917741,4.085088667927685,169.7821469623926,15.37044016181271,22.654068540597088,0.0,0.0,5.907179729351506,6.176298517443475,9.476340119217006,4.9839785209472085,18.269926951325495,0.0,6.06636706846161,44.130257263062006,23.336821129223043,13.151638370425495,22.702645280896327,22.497490936116122,0.0,20.08125186839976,0.0,25.059782592443455,25.516098957109016,47.91653490361804,5.749511833283905,15.37044016181271,18.858631417708022,5.749511833283905,0.0,40.87095334684762,6.176298517443475,0.0,35.06587724876873,36.52867891392113,0.0,10.902924932081056,81.07,17.77740624164344,17.96578232709628,0.0,11.735768823996422,16.95359882558373,43.45011440906518,13.176164609739143,12.13273413692322,10.878646506758262,20.71623753726091,4.736862953800049,45.916528710043934,0.0,15.891587672767155,11.309502606384484,-0.4024367558570845,-0.2770966191930291,6.7833648518119265,-0.8096351318899253,1.8398883407449842,1.498296325187559,0.35,30,2,7,0,1,1,1,2,3,6,2,10,4,0,1,1,4,3.6355000000000013,104.61790000000003,0,0,0,0,0,3,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CC(C)(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,7.38,13.294722182854622,13.294722182854622,0.14683952092675234,-0.7494077484961079,0.48842689698012126,19.71875,434.54400000000015,404.3040000000002,434.24302420000004,168,0.26343256747253396,-0.39004035471103254,0.39004035471103254,0.26343256747253396,1.15625,1.96875,2.71875,16.283018638223194,9.84586968028124,2.3852686993513266,-2.4503285505273826,2.3142118102761837,-2.5624624359963524,5.831396024884055,0.004158963350968409,2.71842031884774,1.5288310485732406,1173.0583717774455,22.294317972067567,18.55854551309999,18.55854551309999,15.381161298800642,11.33370454770969,11.33370454770969,9.445517340796586,9.445517340796586,6.579335346240825,6.579335346240825,4.425133193980228,4.425133193980228,-2.9699999999999998,15819096.76152642,20.90624732935288,8.181900304949952,4.076204303211676,186.6471206410992,20.640014333703846,11.381314269532023,0.0,5.948339280986494,5.559266895052007,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,0.0,24.26546827384644,45.36660818806906,36.98024030751188,16.81167952344841,5.106527394840706,22.669126990902583,0.0,20.268724166847957,5.917906046161393,38.33200928536492,36.39572395850711,46.75200648989349,11.257379486545457,21.092753833915147,11.766202058821523,0.0,0.0,57.88038022146428,0.0,5.917906046161393,26.689117645233267,41.192739594841484,0.0,22.160304418626517,106.16999999999999,5.601050810983688,9.901064578912528,0.0,17.51901377036136,36.11309435719213,36.83408098975823,0.0,0.0,55.145586541001386,15.617555728959871,9.967957041894417,0.0,0.0,27.839857033473777,18.20685160500718,0.9479664093409386,1.2424391419480008,11.944230439409775,2.099753477276024,6.802235226877633,0.0,0.4583333333333333,32,4,8,0,2,2,1,2,3,7,4,8,5,0,2,2,5,2.3560999999999996,127.10990000000004,0,1,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,7.38,4.516922556059461,4.516922556059461,0.47317336553537837,0.47317336553537837,0.9421219381786595,22.636363636363637,301.4380000000001,274.22200000000004,301.226645864,120,0.15393554260069603,-0.36548467618799535,0.36548467618799535,0.15393554260069603,1.2272727272727273,1.9545454545454546,2.590909090909091,15.25277682575057,9.902886112179889,2.233079006080412,-2.3284549444558333,2.2865589351007016,-2.3594556186496702,5.725671898192095,0.2213481082500849,2.9286196661350363,1.7840348648662814,623.0110474305608,15.689869965382487,14.08138312188378,14.08138312188378,10.558550648063802,8.311488782840994,8.311488782840994,6.940999263562819,6.940999263562819,4.874863843800913,4.874863843800913,3.479836984681032,3.479836984681032,-1.62,138488.5667721936,15.282399930999288,6.244405505804488,2.9502984826852066,132.27554100365197,10.216698334856808,11.844020792380803,5.817862777835028,0.0,0.0,0.0,0.0,9.499376414562832,5.098681808301038,0.0,13.847474399381248,57.326355063378415,18.280525229909,0.0,0.0,11.33456349545129,0.0,19.497967953714348,0.0,57.5323485955426,19.41213256936071,24.153982206536227,0.0,5.316788604006331,5.817862777835028,0.0,0.0,45.67699357736465,0.0,0.0,51.01211842894368,18.590530714839225,0.0,5.516700717616262,45.46,0.0,0.0,0.0,0.0,11.959746875309353,17.37640432459925,31.246737983401033,6.3273200747645415,10.712241465228699,54.30854409730229,0.0,1.9405933484504914,0.0,6.8671460590409,8.00639974740534,2.44195420760897,1.456509533335832,3.3988984420928863,8.590271426471823,4.433337427563618,4.36488980803014,0.6470588235294118,22,1,5,1,0,1,0,2,2,5,1,5,4,1,0,1,3,3.137400000000002,90.42970000000005,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(Nc1cc2oc(N3CCOCC3)nc2nc1N1CCCCC1)c1cccc(N2CC[C@H](O)C2)n1,7.38,13.312981007638747,13.312981007638747,0.3103301442758515,-0.36255150816197257,0.5475848372010693,20.805555555555557,493.5680000000004,462.32000000000033,493.24375247200004,190,0.2996067442725915,-0.4215491423208454,0.4215491423208454,0.2996067442725915,0.9722222222222222,1.8055555555555556,2.5833333333333335,16.479046822405717,10.12147187244533,2.2485619531873735,-2.287947940475361,2.324203057393674,-2.3588160698271783,6.051394376090156,0.1017514270161281,3.5505985451063773,1.3033294510374174,1236.3708159649777,24.484552416379554,20.22727276007799,20.22727276007799,17.636162928584238,12.745613156457061,12.745613156457061,9.548513505888325,9.548513505888325,6.991118170434378,6.991118170434378,5.033553252631673,5.033553252631673,-3.44,374791467.98380977,22.98831916218396,9.901362733378626,4.67711782656325,208.61379548114215,34.27705908225187,11.51179077268349,11.40088291947727,5.647177220767728,11.92183843436398,0.0,4.794537184071822,9.967957041894417,4.9839785209472085,0.0,6.06636706846161,37.81602062862726,45.33490550393706,25.0051165914577,19.055078469765924,40.47514762712757,0.0,14.951935562841626,0.0,31.78725287945234,72.49882016105906,29.9593962686949,0.0,20.016517796557764,23.337770535366094,0.0,0.0,84.55191143928343,4.736862953800049,0.0,36.17175167062432,28.682619210899787,0.0,11.230197362409971,120.09,0.0,9.901064578912528,0.0,12.011146117099809,79.5307506623141,32.475912463589744,6.4208216229260096,6.06636706846161,23.09901093623531,25.0845651076017,14.137992411800603,11.497943740443121,0.0,33.62327770694883,12.913320424474332,1.9547454464026432,1.0782766746150931,7.726404085555975,3.6856215268568295,5.687077061369843,0.0,0.52,36,2,11,0,3,3,0,3,3,10,2,11,5,0,3,3,6,2.268,135.92699999999996,0,1,1,0,0,3,0,0,0,0,1,1,1,6,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
O=c1[nH]c(N2CCN(c3cccc(C(F)(F)F)c3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,7.38,13.511583679832375,13.511583679832375,0.13128222062683426,-4.385408416898216,0.33291669138025176,18.487179487179485,555.6300000000003,527.4060000000003,555.2028141760001,204,0.4159854203217975,-0.3679687111356745,0.4159854203217975,0.3679687111356745,1.0,1.794871794871795,2.5384615384615383,32.13354060137159,10.08014694780093,2.312267476600981,-2.3642759761680674,2.3381540988017098,-2.473998578594373,7.21263526731217,-0.13710737569994996,3.3667528793887467,1.2761295849616519,1488.8369225111328,26.984552416379547,21.092251054154254,21.90874763508198,18.847487793989426,12.996866966721493,13.81336354764922,9.809681267844713,10.840330149771079,7.170208309732353,8.22410290283227,5.116854313566841,6.125448009682502,-3.6399999999999992,1045918681.5936723,25.628090652904827,10.495588062084746,5.435610153448407,226.44184212996413,20.433396669713616,16.388937966384788,0.0,5.948339280986494,5.559266895052008,6.176298517443475,9.77851570501903,4.9839785209472085,18.155223663971668,11.336785877934737,18.19910120538483,49.718234994072645,44.453009133394396,15.78007212578236,13.171245143024459,39.006994845525185,0.0,20.268724166847957,0.0,25.059782592443455,54.38514650118274,64.4481921185137,10.571075188549761,25.992663564765625,30.62483347652955,0.0,11.336785877934737,60.26231482746503,6.176298517443475,0.0,18.405094737549014,53.3254737317647,0.0,20.787695822635122,89.18,11.73975000914047,17.96578232709628,0.0,11.601107724199968,54.20368914570515,42.21414376022414,23.469520014857956,6.06636706846161,34.06528773554739,15.617555728959871,9.967957041894417,40.57914223699724,1.4557983918238242,29.940331318823084,7.491928171959712,0.8534988207032661,0.9459593181089394,13.291958597020326,-2.3919113146130706,3.749961125843337,0.0,0.37037037037037035,39,3,8,0,2,2,2,2,4,8,3,12,5,0,2,2,6,4.555900000000003,148.8560999999998,0,0,0,0,0,3,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,3,0,0,0,3,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CC(C)(O)C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,7.38,13.406967080813807,13.406967080813807,0.12832100240823396,-0.7650327484961079,0.47553368869584606,21.484848484848484,448.5710000000002,416.3150000000002,448.25867426400004,174,0.26343256637167645,-0.3901105198111115,0.3901105198111115,0.26343256637167645,1.1515151515151516,2.0,2.757575757575758,16.282584603962835,9.905038982113572,2.345489535659552,-2.2701244102042755,2.309271401664554,-2.3915027111372633,5.831282469797885,0.026307529338273457,3.304359056687695,1.5471879080181594,1195.4567876234232,23.001424753254113,19.265652294286536,19.265652294286536,15.881161298800643,11.833704547709692,11.833704547709692,9.77522508730632,9.77522508730632,6.886040709944935,6.886040709944935,4.856084833318026,4.856084833318026,-2.9699999999999998,44895916.76269268,21.853726605856497,8.758749277714665,4.582876830653501,193.01206275549578,20.640014333703846,11.381314269532023,0.0,5.948339280986494,5.559266895052007,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,0.0,24.26546827384644,51.78742981099507,36.98024030751188,16.81167952344841,5.106527394840706,22.669126990902583,0.0,20.268724166847957,5.917906046161393,44.75283090829093,36.39572395850711,46.75200648989349,11.257379486545457,21.092753833915147,11.766202058821523,0.0,0.0,57.88038022146428,0.0,5.917906046161393,33.10993926815928,41.192739594841484,0.0,22.160304418626517,106.16999999999999,5.601050810983688,9.901064578912528,0.0,17.51901377036136,29.568337951279556,49.799659018596806,0.0,0.0,50.245676810150904,20.517465459810346,9.967957041894417,0.0,0.0,28.126176005507038,18.41863717874081,0.9446432328481194,1.2389669197257787,11.96683436798034,2.9573913275795416,6.9306843009517065,0.0,0.48,33,4,8,0,2,2,1,2,3,7,4,8,5,0,2,2,5,2.746200000000001,131.72690000000003,0,1,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
O=c1[nH]c(N2CC3CCC(C2)O3)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,7.37,13.358679531997984,13.358679531997984,0.14429303665910798,-0.14429303665910798,0.5762505080109667,25.806451612903224,438.5570000000002,412.34900000000016,438.183795072,162,0.264298863398581,-0.371303174612665,0.371303174612665,0.264298863398581,1.1290322580645162,1.967741935483871,2.7419354838709675,32.133539987421166,10.080176301100689,2.348959569968387,-2.3268222710020283,2.3357726933067062,-2.441489068678622,7.2126193061168715,0.02990496446139933,3.358058505918437,1.4173175884024902,1109.3537926249082,20.785881803630286,17.26469179171123,18.081188372638955,15.225479326061283,11.106888405024565,11.923384985952291,8.649930436203409,9.680579318129771,6.395470251194541,7.449364844294458,4.849231772620753,5.857825468736414,-2.4899999999999993,31646182.17296707,19.21452011679193,7.887224328208405,3.705245005934941,183.60096423529228,20.270349892663187,16.388937966384788,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,11.336785877934737,12.13273413692322,44.36077703453983,25.676110046885686,22.424553409581968,4.736862953800049,33.31960857084162,0.0,20.268724166847957,0.0,43.9330600963486,36.39572395850711,34.61927235297027,10.571075188549761,21.092753833915147,11.766202058821523,0.0,11.336785877934737,59.38073479113648,4.736862953800049,0.0,25.683286491704038,29.060005457918262,0.0,20.787695822635122,95.17,0.0,4.794537184071822,0.0,23.809040499696575,22.337277247371283,62.0789327494397,11.336785877934737,0.0,24.26546827384644,20.517465459810346,14.704819995694464,7.029758753988412,1.532614061056521,28.254995722054254,7.701425572550211,1.2934559554869802,1.2561802143696987,8.220403437295017,4.773656974442751,3.4375093087561517,0.0,0.5,31,3,8,0,3,3,1,2,3,8,3,9,4,0,3,3,6,2.578100000000001,123.09410000000003,0,0,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
