pIC50,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BCUT2D_LOGPLOW,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi2n,Chi2v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA3,SMR_VSA5,SlogP_VSA5,TPSA,EState_VSA1,VSA_EState1,HeavyAtomCount,NOCount,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,MolMR,fr_NH0,fr_benzene,fr_pyridine
8.34,273.384,250.2,273.195345736,108,-2.3586795169717214,580.9614399986626,14.11251969619286,12.47946898800457,12.47946898800457,9.647867045540844,7.365256021381249,6.0309667875666175,6.0309667875666175,-1.62,13.367084453287442,5.402241365807816,2.4984757855443984,119.34986776399114,9.967957041894415,0.0,0.0,5.386224214464796,19.851845293692104,44.69070534969059,31.246737983401037,56.84,0.0,0.0,20,5,0,2,4,5,3,81.97940000000004,3,0,0
8.34,343.3830000000001,322.2150000000001,343.15320615200005,132,-2.30553171771238,819.3185028773084,17.97432701575866,14.242978985242436,14.242978985242436,11.935560745775549,8.251489448812471,6.330581236020291,6.330581236020291,-2.83,17.00803372505024,6.962864084588856,3.812983295487312,145.05125104794098,4.9839785209472085,0.0,0.0,17.709258708593257,10.30076712495354,38.834924862129526,37.04710632100208,103.54,5.907179729351506,11.534864771321752,25,7,1,1,5,7,6,92.68460000000005,1,1,1
8.33,457.5160000000002,434.3320000000002,457.153223216,168,-2.344456113947696,1280.8305370930773,23.302754140504845,17.53183336724227,18.348329948169997,15.212858514970236,9.694128089201149,7.172819284187607,9.005825472734239,-3.5300000000000007,23.139814735967278,9.732676384060948,5.580787670882277,184.7068246189194,23.10784889067544,5.261891554738487,0.0,29.676940406101878,24.57394015814419,12.965578028838586,22.845177367156435,162.03,15.930470882759089,26.310574941076588,32,11,0,3,9,12,9,118.93020000000004,4,0,2
8.33,485.56400000000025,453.3080000000002,485.255066104,188,-2.417880687333822,1207.5361745474274,25.327698166887178,20.363937210236,20.363937210236,16.52389570889248,11.713505584351214,9.741553686927697,9.741553686927697,-3.31,24.80318293286808,9.744529764237274,5.513266129791727,202.7617370861535,14.358372089569237,4.9839785209472085,0.0,29.500611371025123,24.83582381463931,58.03430384507874,44.47375909745732,128.43,17.679905935845486,15.943799680103636,35,10,0,3,9,11,8,131.78250000000003,5,0,1
8.33,426.4840000000002,404.3080000000002,426.191657324,160,-2.2729288529188505,1290.597944219892,22.50142475325411,17.779246117732967,17.779246117732967,15.546045193307767,10.22837791489823,7.5593012713661984,7.5593012713661984,-4.319999999999999,20.93278562067283,9.221691824658858,4.542606518596582,184.7018544126654,9.967957041894415,15.04237629818471,6.06636706846161,23.011132829690627,30.049208910294176,26.31013685145522,35.33236605854405,121.41,0.0,1.589367047745024,32,9,0,4,8,9,7,120.40790000000004,6,0,3
8.33,449.5360000000001,426.3520000000003,449.152160596,164,-2.2973049618891928,1214.7237937160194,22.501424753254117,17.318011243579242,18.134507824506965,15.584049995768552,10.015663352624465,7.1367288969884335,8.023076073689287,-3.53,21.692584615365973,9.732676384060948,4.696041151818609,188.5312020229076,9.967957041894415,0.0,30.33183534230805,39.62672046774417,15.284745645900747,12.145807216896262,21.96328099661377,119.4,18.75268918140918,1.0467954867359284,32,8,2,2,8,9,8,126.4282,2,2,1
8.33,415.4610000000002,394.2930000000002,415.18690629200006,156,-2.2733501246261105,1251.835290596781,21.794317972067564,17.124545579353715,17.124545579353715,15.046045193307767,9.815794290829192,7.258568312790738,7.258568312790738,-4.26,20.030719976627747,8.624598717386407,4.351273809748057,177.9110148336797,14.951935562841626,15.04237629818471,0.0,35.03238089930363,35.03318743124139,26.31013685145522,35.46284256169552,137.2,0.0,1.584574807157329,31,10,0,4,8,10,7,114.75860000000004,6,0,2
8.33,455.4940000000002,429.2860000000002,455.208115912,174,-2.421857953862055,1210.9003222702072,24.388540578131757,18.795023109483648,18.795023109483648,15.446838749694464,10.229563405635034,8.891310864887632,8.891310864887632,-3.62,24.030936463775323,9.089658157883,5.417211056266039,189.6388835905596,14.358372089569237,15.04237629818471,0.0,47.30274726348315,25.06523038934697,45.00660025763982,43.6163889662283,148.98,23.218831188228837,15.55634755178576,33,10,0,3,9,11,8,119.68950000000004,5,0,2
8.33,439.4950000000002,413.2870000000002,439.213201292,168,-2.4180336835192238,1163.2762159968486,23.46589084732138,18.42515978317332,18.42515978317332,15.133578818625264,10.291162724459772,8.177946933447908,8.177946933447908,-3.58,23.090883761461825,9.27766778524466,5.002197103902716,184.8446498383636,14.358372089569237,15.04237629818471,6.923737199690624,35.15694004658689,25.06523038934697,51.93033745733044,50.03721058915431,128.75,17.679905935845486,15.588561781626252,32,9,0,3,8,10,8,118.27770000000004,5,0,2
8.33,421.4360000000002,401.2760000000002,421.16625110000007,158,-2.387209434133083,1196.146676217464,21.95745467888409,16.723437933013436,16.723437933013436,14.99473359829151,9.778804645362747,7.232879483692014,7.232879483692014,-4.0,20.28,8.393595041322314,4.302212008043665,176.8379834381457,14.358372089569237,5.261891554738487,0.0,23.359045663990127,25.168633897698435,25.055159470510272,28.763083413317837,124.73,24.53079126012588,15.520833892031478,31,9,0,3,7,10,7,111.52060000000004,4,0,2
8.32,453.4780000000002,429.2860000000003,453.192465848,172,-2.417714829135033,1230.9329934754137,23.750347897697548,18.15683042904945,18.15683042904945,15.706058463696698,10.472763354361495,8.653500246603965,8.653500246603965,-3.62,22.569549211208315,8.7252344921498,4.764968443714468,188.63305243703036,14.358372089569237,15.04237629818471,0.0,35.15694004658689,25.06523038934697,38.0828630579492,36.18973618977307,148.98,17.679905935845486,15.585284794714251,33,10,0,3,9,11,8,117.50550000000004,5,0,2
8.32,416.5220000000001,391.3220000000002,416.16822526,154,-2.4177729644832717,999.0788951203156,21.1814337969452,16.862010775140384,17.67850735606811,13.663722363586343,9.406295418939976,7.742503704776888,8.773152586703251,-2.58,21.13663065478564,8.424139250053518,4.885866095636524,172.7553157415522,9.374393568622027,0.0,0.0,23.396644983276826,15.284745645900747,45.50951583440444,38.05293747453131,87.14,17.679905935845486,14.04115639313681,29,6,0,3,6,8,7,115.1367,2,0,2
8.32,514.6020000000003,479.3220000000003,514.27038182,200,-2.417879022087515,1251.5830033350892,27.32769816688717,22.001929711480376,22.001929711480376,17.345262913938395,12.168642328007518,9.96810541360601,9.96810541360601,-3.73,27.85093709276143,11.549142173924457,7.386320333210355,215.18372446389216,19.152909273641058,0.0,0.0,29.500611371025123,25.16863389769843,72.00571302744656,57.46386336560956,130.4,23.773146006783904,20.999461250949047,37,10,0,3,8,11,10,139.60739999999996,3,0,2
8.32,466.5170000000002,439.3010000000002,466.212866944,178,-2.4172305894134447,1264.419639244161,25.095647359318303,19.372753540366023,19.372753540366023,15.88617857791464,10.577405982631197,8.985014971792241,8.985014971792241,-3.81,24.825005285196504,9.586732329028084,5.948628001646718,196.12612112342072,14.358372089569237,5.261891554738487,0.0,34.5611472859575,19.8518452936921,45.06872581624016,43.6163889662283,136.09,23.280956746829176,15.810629794890378,34,9,0,3,8,10,8,126.16750000000005,4,0,2
8.32,485.56400000000025,453.3080000000002,485.255066104,188,-2.417880687333822,1207.5361745474274,25.327698166887178,20.363937210236,20.363937210236,16.52389570889248,11.713505584351214,9.741553686927697,9.741553686927697,-3.31,24.80318293286808,9.744529764237274,5.513266129791727,202.7617370861535,14.358372089569237,4.9839785209472085,0.0,29.500611371025123,24.83582381463931,58.03430384507874,44.47375909745732,128.43,17.679905935845486,15.943799680103636,35,10,0,3,9,11,8,131.78250000000003,5,0,1
8.32,454.5060000000003,427.29000000000025,454.212866944,174,-2.418934401961578,1198.6151593712552,23.750347897697548,18.50789498338961,18.50789498338961,15.630048858775128,10.81747977995756,8.87829278497346,8.87829278497346,-3.53,22.656378575603984,8.778513174764695,4.799323330304015,189.7595502510709,14.358372089569237,0.0,0.0,28.960096474973813,19.8518452936921,50.92450630380122,53.82591661969691,135.16,23.58708566519699,15.851321169529715,33,9,0,3,7,10,8,122.17160000000004,3,0,2
8.32,484.5860000000003,456.36200000000025,484.200507756,180,-2.446936295998842,1356.2170200192115,25.0956473593183,19.7473763168661,20.563872897793825,15.881960493695995,10.66366896857674,8.956138792040631,10.704593991224382,-3.56,25.07024443495039,9.74181921010463,6.2701422192613725,198.19551875926447,23.10784889067544,15.04237629818471,0.0,29.26690201320203,29.787325253799057,45.69653650321981,50.03721058915431,154.69,15.56221640579093,27.12900540518708,34,11,0,3,9,12,9,129.14240000000004,5,0,2
8.32,327.3400000000001,310.204,327.12190602400005,124,-2.348396395771369,851.0896956904759,16.844570503761737,13.113222473245514,13.113222473245514,11.57971869811898,7.779371641633635,6.186118351826089,6.186118351826089,-2.83,14.74277894187993,5.364941636522464,2.325360516328547,137.68047778001514,4.9839785209472085,0.0,0.0,18.71508986212249,10.30076712495354,12.462662452073973,16.778810298694825,103.54,5.907179729351506,11.095191942313605,24,7,1,1,5,7,5,85.83560000000003,1,1,1
8.32,486.5270000000002,458.3030000000002,486.230328576,186,-2.4176686161332475,1271.4777582670472,25.96589084732138,19.932880768179466,19.932880768179466,16.296862180437596,10.9212791747189,9.316970329351788,9.316970329351788,-3.85,25.76710448189021,9.7920395421436,6.18531538481951,200.71501805269915,18.748787137244054,15.04237629818471,0.0,35.15694004658689,25.06523038934697,51.55725644692816,50.03721058915431,154.76999999999998,29.89342216050374,29.507050912722796,35,10,0,3,9,12,9,127.60810000000004,5,0,2
8.32,491.5310000000002,465.3230000000002,491.219349292,186,-2.4172539952554013,1446.055911019536,26.034804948073724,20.242616866676357,20.242616866676357,17.06190051135326,11.27772178668857,9.210499099831305,9.210499099831305,-4.37,24.745042407384226,9.708308305927876,5.156397031861625,205.93406390039647,14.358372089569237,20.141058106485747,13.847474399381248,40.85086804143535,35.26259400594904,45.38558105141786,55.22822300723816,157.43,17.679905935845486,15.703972267214754,36,11,0,4,9,12,8,130.86140000000006,6,0,2
8.32,301.4380000000001,274.22200000000004,301.226645864,120,-2.3588030604674453,623.0110474305608,15.689869965382488,14.056819257194196,14.056819257194196,10.558550648063802,8.308631694355313,6.957996425315129,6.957996425315129,-1.62,15.282399930999288,6.244405505804488,2.9502984826852066,132.0797519927844,9.967957041894415,0.0,13.847474399381248,5.386224214464796,19.851845293692104,57.5323485955426,51.01211842894368,56.84,0.0,0.0,22,5,0,2,4,5,4,91.33140000000006,3,0,0
8.31,451.5060000000003,425.2980000000002,451.213201292,172,-2.3611570727520035,1181.256897527143,23.37166824125719,18.58486509088649,18.58486509088649,15.956728795830728,10.96805617310488,8.36794798949612,8.36794798949612,-3.58,22.60813795339622,9.91627819799404,5.091458069340612,190.52307227654185,14.358372089569237,15.04237629818471,0.0,23.011132829690627,25.06523038934697,38.90263386989152,42.610557812699085,117.75,12.078855124861798,21.41682774100589,33,9,0,3,8,10,7,120.90590000000005,5,0,2
8.31,472.9120000000002,450.7360000000002,472.153827844,172,-2.417228318470008,1313.333538936232,23.75034789769755,18.12058133968558,18.876510285704036,15.613212106369522,10.016119331963464,8.069732550593873,8.506168331065858,-3.57,22.617785661167883,8.754820657293672,4.936075151175077,192.95989558921497,14.358372089569237,14.87916655174726,11.600939890232516,46.50035171492786,34.84571513279319,25.62020060587523,24.205463075150067,122.78,17.679905935845486,17.25627555212765,33,10,0,4,9,12,7,121.68770000000004,6,0,2
8.31,434.5040000000004,408.2960000000002,434.217872072,166,-2.410119453541141,1144.528594505078,22.50142475325411,18.20652045618452,18.20652045618452,15.546045193307767,10.64044337619448,7.902040938161242,7.902040938161242,-3.55,21.673331252322185,9.71963980458573,4.847273578025649,185.7524284294224,9.967957041894415,15.04237629818471,0.0,36.22489675871646,29.965140120197447,19.88931522852921,29.76891456684706,120.99,0.0,6.957236384747521,32,10,0,3,9,10,7,119.72590000000004,6,0,2
8.31,475.5530000000003,446.32100000000025,475.23318778800007,182,-2.435052759717072,1269.791344066241,24.949018510446816,20.038178800844246,20.038178800844246,16.87174369600325,11.671029763667203,8.979422423759857,8.979422423759857,-4.13,24.009144276702227,10.424233053964556,5.51342364158182,203.2457617223128,14.76249422596624,5.261891554738487,0.0,23.924086799355084,25.168633897698435,57.65628337852918,55.4522010585511,133.95999999999998,6.093240070938415,6.497852085287594,35,10,0,3,8,10,6,131.3896,4,0,2
8.31,477.5690000000004,446.3210000000003,477.24883785200007,184,-2.4310438846982483,1196.7435323268571,24.20009536600337,19.86660592559043,19.86660592559043,17.063683283512802,12.263244352264229,9.32903109427944,9.32903109427944,-3.53,23.223050919033295,10.388817484577014,5.425327608673861,203.43194098265795,14.951935562841626,0.0,0.0,11.250837766380558,30.15261241864564,63.57418942469057,55.80665561301551,123.06000000000002,0.0,7.4028943804203955,35,10,0,3,8,10,6,131.45059999999998,4,0,1
8.31,470.48000000000025,446.2880000000002,470.187795068,178,-2.4192775801902235,1249.711810585196,24.45745467888409,18.62596627071225,18.62596627071225,16.168053661235913,10.677188790639748,8.657962647782474,8.657962647782474,-3.62,23.535243055169136,9.323097957704848,4.82841713613794,193.92979776791623,18.748787137244054,5.261891554738487,0.0,48.215701233147605,19.8518452936921,37.83371683053348,29.76891456684706,125.09,36.43817856641632,35.18935704783458,34,9,0,3,8,11,7,120.23270000000004,4,0,2
8.3,490.57200000000034,460.3320000000003,490.2553202000001,188,-2.525819022554493,1269.6281342598438,25.07033885400645,20.51516120955752,20.51516120955752,17.516702986146118,12.2017744598992,9.242361458194232,9.242361458194232,-3.98,23.747478194759463,10.33052691560827,5.156574436112062,208.8209052702328,14.76249422596624,15.344551883986732,0.0,24.51072810519043,34.532239767988806,37.76696814999996,31.3772144865525,137.12,0.0,6.552479074137679,36,12,0,3,11,12,5,133.7564,8,0,1
8.3,468.56100000000026,440.33700000000033,468.227374136,178,-2.407903045024154,1332.2509536406742,23.94058234200953,19.35392531120473,19.35392531120473,17.063683283512805,12.239977270195148,9.664666550812283,9.664666550812283,-3.939999999999999,21.583802536537828,8.686165772153522,3.985715543228978,203.16910174809288,4.9839785209472085,4.9839785209472085,30.351141419052592,11.434606763777657,14.867866772744891,25.30430569792599,29.620453544546848,113.24,0.0,0.0,35,8,2,1,6,8,6,135.23229999999992,3,2,0
8.3,436.5640000000003,404.3080000000002,436.269907644,170,-2.311390714933488,1184.4148159389165,22.457454678884098,19.29827216572065,19.29827216572065,15.310282186423995,11.520484347862563,9.83210129434253,9.83210129434253,-2.94,20.93462784670962,7.881005494330991,4.0864813087424805,187.39997606125257,4.9839785209472085,10.082660329248244,0.0,23.442771393060863,29.215451163982472,64.0771050014552,58.53817974907184,92.9,0.0,3.770752397360546,32,9,0,3,9,9,6,126.72240000000006,6,0,1
8.3,421.4270000000001,399.251,421.1837929840001,160,-2.4236574966551108,1071.9428797252012,21.46589084732138,16.278225369754576,16.278225369754576,14.21936525625217,9.652791252822745,7.489892279614063,7.489892279614063,-3.08,20.20327947610741,7.633563355145748,3.971245897957402,169.77838397617694,4.515397893615623,18.26992695132549,12.84164324585202,11.204086992299825,19.39456444536288,43.94326666744344,41.865679665472776,102.27,23.464792516327,41.85526159929316,30,8,0,3,7,11,4,105.20930000000004,4,0,0
8.3,437.5290000000002,414.3450000000002,437.163393976,160,-2.403223040519876,1186.636901213137,21.208531534440663,16.97985457964231,17.796351160570033,15.20784123585624,10.464131391840642,7.713500715169303,8.744149597095666,-3.0,19.93359375,8.625708884688091,4.119873046875,182.6344329558937,4.9839785209472085,10.245870075685694,0.0,35.06305736760047,20.26872416684796,18.88348407499998,18.40509473754901,118.96,0.0,6.358985767863279,31,9,1,2,9,10,4,120.73310000000004,4,1,0
8.3,479.58900000000034,446.3250000000003,479.2757212960001,186,-2.5258187583213823,1180.9515565991403,24.36323207281991,20.56794761405756,20.56794761405756,16.978698183685335,12.228167662149222,9.386699025491636,9.386699025491636,-3.47,23.28022451622961,10.026131890259364,5.291379177652212,204.4283255887641,14.76249422596624,10.082660329248244,0.0,24.51072810519043,34.532239767988806,44.69070534969059,31.3772144865525,113.33,0.0,6.594992727351558,35,11,0,3,10,11,5,133.77839999999998,7,0,1
8.3,417.4690000000001,394.28500000000025,417.180089596,158,-2.297306320671497,1064.8200961740763,22.216967702877938,16.90976295311538,16.90976295311538,15.049575153157903,9.650971390583187,6.791018851593437,6.791018851593437,-3.9299999999999993,21.771094081649828,10.204953125765874,5.3628424258711815,179.74704803567977,4.9839785209472085,5.261891554738487,30.33183534230805,35.532233364530704,10.30076712495354,12.145807216896262,27.52673248831077,130.3,18.75268918140918,0.0,31,8,2,1,7,8,8,117.9652,2,2,1
8.3,454.5540000000003,423.30600000000027,454.260485832,176,-2.311395399163507,1208.88203985181,23.164561460070644,19.383343419916425,19.383343419916425,15.848286988884782,11.618643611049224,9.741677961666754,9.741677961666754,-3.01,21.815771056869863,8.402613304946675,4.436920984302928,191.5655114641788,9.374393568622027,10.082660329248244,0.0,29.48461222220882,29.215451163982472,57.15336780176456,51.61444254938121,92.9,12.716431801422868,16.688551282047428,33,9,0,3,9,10,7,127.02340000000008,6,0,1
8.3,495.5880000000004,462.3240000000003,495.27063591600006,192,-2.525883300653683,1287.7145709646989,25.23347556082299,20.97619590452143,20.97619590452143,17.406218538613903,12.375422360283482,9.55836968026082,9.55836968026082,-3.67,24.043389867736103,10.133560113750312,4.987232396586844,208.79981917540323,9.77851570501903,10.082660329248244,0.0,24.51072810519043,34.115360894832946,37.76696814999996,25.68328649170404,122.44,0.0,8.09943380895714,36,12,0,3,11,12,5,136.48739999999995,7,0,1
8.3,437.50000000000006,410.2840000000003,437.206304344,168,-2.391886672011551,1176.505643394771,22.241911729260277,17.861601156256512,17.861601156256512,15.508040390846984,10.9689175711242,8.54675636056373,8.54675636056373,-3.01,20.868410985683614,8.495594765643839,3.830391400145572,184.6400953247974,4.9839785209472085,4.9839785209472085,31.18920547353706,36.57019985838682,14.951935562841626,31.5943324272612,13.344558822616634,123.6,18.249773604644567,5.412965061202656,32,9,1,2,8,9,4,121.832,3,1,1
8.3,489.5360000000004,462.3200000000003,489.2124523440001,186,-2.3588151764964844,1386.329363805537,24.484552416379547,20.066987111482256,20.066987111482256,17.636162928584238,12.230504384979405,9.002769885487856,9.002769885487856,-3.99,22.47248175110008,9.57382318744007,4.488726268928706,207.0418043201696,9.967957041894415,4.9839785209472085,0.0,18.9011502037094,19.935914083788838,26.186202068468653,35.44485804254677,122.65,0.0,17.056434480047947,36,11,0,4,10,11,5,133.32419999999996,6,0,2
8.3,513.5770000000002,485.3530000000004,513.2288513560001,194,-2.4086885775726885,1421.8160094290668,26.225039392385707,20.679103379713915,20.679103379713915,18.45753013363016,12.845974781975706,10.09942213155408,10.09942213155408,-4.339999999999999,24.02275284096916,9.846655082980128,4.574448854230066,218.92971480629447,9.374393568622027,4.9839785209472085,18.218407282129373,12.11474961777447,19.8518452936921,25.30430569792599,29.620453544546848,126.13,5.817220841045895,14.024203487953194,38,9,1,2,7,10,7,140.91529999999983,4,1,1
8.3,447.4950000000001,422.2950000000003,447.19065428,170,-2.2973134944258926,1168.7711011118015,23.37166824125719,18.000554160076202,18.000554160076202,15.977896845885905,10.505262185918356,7.698744458348475,7.698744458348475,-3.9499999999999993,22.25132106376299,9.678501805501032,4.943843895223694,190.42496359873024,4.9839785209472085,0.0,30.33183534230805,30.32038218296745,10.30076712495354,18.566628839822272,27.52673248831077,135.61,18.75268918140918,0.0,33,9,2,1,7,9,8,125.5839,1,2,1
8.3,417.47700000000015,394.2930000000002,417.2025563560001,158,-2.442378203286882,1219.372911852923,21.37166824125719,17.433186332726727,17.433186332726727,15.080520035918417,10.146342755606614,7.683889406803034,7.683889406803034,-3.79,19.190003164062816,7.80082931102944,3.726072148890639,178.6781981663481,14.48335493551004,9.780484743446223,6.06636706846161,6.196843571613076,34.26243121810778,6.923737199690624,15.921440167465814,96.48,0.0,3.243574870796192,31,10,0,4,9,10,4,116.7462,8,0,1
8.3,336.39900000000006,316.23900000000003,336.16985926000007,128,-2.3503347553315166,912.825219385592,17.225403871315223,13.774468624416564,13.774468624416564,12.203509938206668,8.421560352348928,6.230344734317834,6.230344734317834,-2.93,15.589160789359,6.523294655703274,3.182246413824962,144.8309123797894,9.967957041894415,0.0,6.06636706846161,23.148151053006995,19.685440252162543,18.88348407499998,23.19963192162084,97.34,5.907179729351506,1.843983528596624,25,7,0,3,6,7,4,96.45530000000004,3,0,2
8.3,471.5690000000004,442.3370000000003,471.24950654800006,180,-2.311374045881293,1372.632670175717,23.992988584816832,20.270049625910197,20.270049625910197,16.955241476566865,12.102670709151989,9.858855870653372,9.858855870653372,-3.6600000000000006,21.845414980937395,8.528202143362144,4.53036774974494,203.35867145967612,19.935914083788838,10.082660329248244,0.0,34.83062738275778,39.600287079032746,51.17365253121695,44.34279251539108,106.77,0.0,8.378355268073605,35,10,0,4,10,10,6,132.64069999999998,8,0,1
8.3,458.5260000000002,432.31800000000027,458.2178720720001,174,-2.408053521927964,1295.1198825369222,23.23347556082299,18.569088099135808,18.569088099135808,16.56368328351281,11.683107823097474,9.247267544922932,9.247267544922932,-3.95,20.642424516840627,8.121590562848167,3.5486973949195164,195.5979101500537,4.9839785209472085,9.967957041894415,18.218407282129373,12.245226120925937,24.83582381463931,25.30430569792599,29.620453544546848,141.92000000000002,0.0,0.0,34,10,1,2,7,10,6,127.37800000000004,4,1,0
8.3,399.8820000000002,377.7060000000001,399.14620262400007,146,-2.370629995938607,995.1796589038578,19.67299762850792,15.546860288425709,16.30278923444416,13.52487714325259,9.349733722433552,7.126789515200077,7.563225295672062,-2.64,18.71075723968083,7.770731455465806,3.6768377675502864,167.49683094564762,9.499376414562832,5.098681808301038,11.600939890232516,23.675582508728503,14.59805822286387,25.869346833290944,30.12336912131146,82.76,0.0,1.5641161175984457,28,7,1,2,6,8,4,109.01000000000002,4,1,0
8.3,501.6160000000003,474.4000000000003,501.194694104,184,-2.4204358638729446,1430.5260814302433,25.28588180363028,20.10170797056992,20.91820455149765,17.35832369001685,11.935040472611384,9.438071195369814,10.332637313808226,-3.81,23.909723839387787,9.680622808125475,4.673481854738822,212.4022871899789,14.951935562841626,5.261891554738487,0.0,16.814289258077554,24.83582381463931,57.2154933603649,60.45982475540387,128.75,5.601050810983688,1.8375595827040216,36,9,0,4,9,10,6,138.07169999999994,5,0,2
8.3,500.6280000000002,472.40400000000034,500.199445136,184,-2.4086159454020293,1317.5578911556856,24.64768912319608,19.762173601668596,20.57867018259632,17.56368328351281,12.36798235091151,9.719613242947204,10.499646557294538,-3.719999999999999,22.72559210889867,9.385175912758832,4.236394364373113,213.18489469283324,4.9839785209472085,16.320764398881945,18.218407282129373,5.917906046161393,14.867866772744891,25.30430569792599,29.620453544546848,113.24,0.0,0.0,36,8,1,2,7,9,7,141.03929999999983,3,1,0
8.3,478.5320000000002,451.31600000000026,478.22410032400006,182,-2.408030926943744,1318.3415714951846,24.103719048826072,19.292352033765784,19.292352033765784,16.95753013363016,11.832732559490744,9.39755439819071,9.39755439819071,-3.73,21.77998678918314,8.489437916317772,3.9488748522757096,200.68392225084776,4.39041504767482,15.066638850195451,12.152040213667762,30.211822184500484,20.16532065849649,19.386399651764595,12.114749617774471,134.08,0.0,19.88688578738467,35,10,1,2,8,11,6,129.9675,4,1,0
8.3,518.6470000000003,488.40700000000027,518.2212432,192,-2.475834760608592,1389.7933859298728,25.191659197566096,20.736469251900765,21.55296583282849,18.174167731045024,12.65208991247244,9.317818035887925,10.348466917814289,-3.7,23.68381882758761,10.34763103767384,4.962823059633925,218.27842913163883,9.967957041894415,4.9839785209472085,12.13273413692322,23.52326174697597,25.252702687795164,18.88348407499998,12.84164324585202,111.3,0.0,6.272467739333048,37,10,1,3,10,11,6,148.20109999999983,5,1,1
8.3,541.6310000000001,509.37500000000034,541.2601514840001,206,-2.46645500311874,1469.9162329648427,27.802389661575333,22.25645364890353,22.25645364890353,19.351376983747517,13.57591279668168,10.814104610467217,10.814104610467217,-4.31,25.94058512350332,10.689860721817732,5.140243782277998,231.83484260994783,9.374393568622027,4.9839785209472085,30.351141419052592,5.917906046161393,19.76777650359537,12.462662452073973,16.77881029869483,116.48,0.0,14.125983252146453,40,9,2,1,7,10,7,151.38329999999982,4,2,0
8.3,479.4380000000002,458.2700000000002,479.1692857920001,180,-2.417646158730513,1228.5556663685995,25.095647359318296,18.188809714197927,18.188809714197927,15.886178577914636,10.083835739725313,8.016267777847014,8.016267777847014,-3.789999999999999,24.844621773962608,9.59911067989454,5.957582258904546,190.97631393274568,14.358372089569237,28.21362144120917,0.0,41.577761669512896,25.06523038934697,38.21732074624472,36.18973618977307,128.75,43.366538888040125,53.22397745513427,34,9,0,3,8,13,8,114.06370000000004,5,0,2
8.29,447.4990000000003,422.29900000000026,447.20188766,170,-2.4005074003248,1236.5711454757643,23.534804948073724,18.485392396344203,18.485392396344203,15.85057564594808,10.939205309561936,8.585757423799388,8.585757423799388,-4.000000000000001,22.203125,9.240380262562246,4.768959435626102,190.34392370286065,9.967957041894415,5.261891554738487,0.0,16.814289258077554,19.8518452936921,57.65628337852918,55.45220105855111,138.77,6.041840829147961,1.8080932092691169,33,10,0,3,8,10,6,122.84330000000006,5,0,2
8.29,482.54800000000034,456.3400000000003,482.217872072,182,-2.3563143566465445,1432.8541235242103,25.07033885400645,20.10170797056992,20.10170797056992,17.51237168849655,11.765636222380266,8.792545639973481,8.792545639973481,-4.489999999999999,23.26116563957893,10.013768034140083,4.824610023319977,208.0796384066932,9.967957041894415,15.04237629818471,0.0,36.22489675871646,19.74844178534064,19.88931522852921,29.76891456684706,120.99,0.0,7.007800163360367,36,10,1,3,9,10,6,137.5608999999999,6,1,2
8.29,405.46200000000016,382.2780000000001,405.191322976,154,-2.4062365198643936,1112.230636758956,21.087211190881018,16.922443567501087,16.922443567501087,14.546045193307766,9.916504949535556,7.710230065922428,7.710230065922428,-3.51,19.79119801977808,8.467865349625272,4.088558361364003,173.62765264482235,9.967957041894415,15.04237629818471,13.847474399381248,42.26673758786442,25.06523038934697,26.31013685145522,36.18973618977307,117.75,0.0,6.844669705100906,30,9,0,3,8,9,7,111.39290000000004,5,0,2
8.29,424.48000000000025,399.2800000000002,424.20230226,162,-2.314026630984824,1129.2120447434263,22.5956473593183,17.685052968859903,17.685052968859903,14.712858514970236,9.923062593817589,8.040479613736252,8.040479613736252,-3.51,22.18140805700986,9.10002978724372,5.3508886398547535,179.29160617461574,14.358372089569237,5.261891554738487,0.0,28.4571808982092,19.8518452936921,38.83492486212953,43.11347338946369,115.86,18.31748261240656,14.878435399987875,31,8,0,3,7,9,8,115.88770000000004,4,0,2
8.29,510.6240000000004,480.3840000000003,510.21615782,190,-2.477225739421081,1416.8746021864215,26.034804948073724,20.7635040131184,21.58000059404613,17.094592581804367,11.904793983860436,9.432608280505187,11.92175895220714,-3.56,25.530451416312943,10.20091043959984,5.169367019082097,210.1295433211238,22.69097001751959,15.04237629818471,0.0,28.2610708596728,29.3704463806432,57.87021173289261,56.458032212080326,145.9,15.27322918338976,27.91342595660012,36,11,0,3,9,12,7,136.25069999999994,6,0,2
8.28,503.6070000000003,477.3990000000003,503.190357672,184,-2.406835518217639,1432.5260814302433,25.28588180363028,20.03245884807919,20.84895542900692,17.35832369001685,11.900415911366022,9.371792390642716,10.26635850908113,-3.84,23.881087203383192,9.662796026435158,4.663016306909227,211.7735888407091,19.342350610516444,5.261891554738487,0.0,16.814289258077554,24.83582381463931,57.283202368126894,60.45982475540387,108.52,5.668759818745678,17.127406954041067,36,8,0,4,8,10,6,136.96089999999992,5,0,2
