pIC50,NumValenceElectrons,Chi0,Chi0n,Chi2n,Kappa1,fr_pyridine
8.52,194,26.225039392385707,20.679103379713915,10.074828611908936,24.02275284096916,1
8.52,162,21.38010440969447,18.021536100350637,9.896054239350406,18.919035243230137,1
8.52,172,23.58721119088101,18.377758309699946,8.558531845679763,22.637081702085226,2
8.52,206,28.03480494807372,19.850576299555275,8.335537805076667,28.323328769132964,0
8.52,174,22.78588180363028,19.02898230902147,8.673575802785576,21.569172255144515,1
8.52,166,22.336134335324456,16.396296657077215,7.506988551809471,21.028880630570725,0
8.52,174,23.23347556082299,18.60747306328934,9.282482609008696,21.09867428775553,0
8.52,162,22.758784066134837,17.648803879496043,7.934111988826373,22.0836899212188,2
8.52,184,25.16456146007064,19.50179486893181,9.31755687065036,24.47380262262988,2
8.52,204,27.57877502244373,21.9160084313049,12.225771962253637,25.618625364491923,2
8.52,176,23.28588180363028,19.77004962591019,9.73971008578016,21.033442034863263,1
8.52,172,23.25878406613483,16.696910860896814,7.669571725126038,21.923695425102192,0
8.52,136,17.932510652501772,14.865124988828825,7.426393293371995,17.168756036829908,0
8.52,164,21.424074484064484,17.57333254508424,8.895111135091028,20.613146860671563,0
8.52,172,22.37166824125719,19.013099931913345,10.970158148019715,19.64057222706509,1
8.52,124,15.81119030894213,14.17813960075384,7.4311229717774525,14.939933268773538,0
8.52,212,29.14768912319608,22.420785924621303,10.331255262605485,27.783922267370283,2
8.52,202,28.440582342009534,21.73895819155548,9.552762808285593,26.32241767487122,2
8.52,174,21.91563831562721,18.88563197357812,9.219379230472834,21.455423833122303,0
8.52,186,24.86323207281991,20.5706638297298,9.97829182494006,22.716213531536493,1
8.52,178,24.45745467888409,19.12421055761533,9.268073938925408,23.60291546850596,2
8.52,194,25.777445635193,21.22226799074407,9.571545699692251,24.702840557223585,1
8.51,188,24.90720214718992,20.58214887521425,9.270129389949666,24.6072004591932,1
8.51,192,26.741911729260263,19.73021645857094,8.663416873162419,25.57896890222074,2
8.51,158,21.465890847321376,16.563017441869135,7.960664123707928,20.4910671050724,2
8.51,206,28.277445635193,22.510581741870716,10.594889341347605,27.091093272363725,2
8.51,160,22.051677284948283,17.218053001986767,7.881071967350048,21.439135997268764,2
8.51,174,24.33613433532446,19.17908769695068,8.374440390099839,23.87417829944421,2
8.51,170,22.716967702877938,18.26740800738345,8.689514180193841,22.511672385060287,2
8.51,184,25.87166824125719,19.634127662814223,8.38698753516323,24.77411189532542,2
8.49,194,26.45745467888409,21.430544714199986,9.687218350072335,27.064076205062715,2
8.49,174,24.172997628507925,19.262403238049533,8.962979441607139,24.1387262611962,2
8.49,162,22.758784066134837,17.34780951398369,7.451821844793079,21.91760381837424,2
8.49,202,27.639252954758803,21.28844803950072,9.16249921921434,25.79850865316257,1
8.49,178,24.45745467888409,18.99407388392566,9.138706682723098,23.535243055169136,2
8.49,160,21.888540578131757,17.348189675676434,7.817147961143377,21.439135997268764,1
8.49,192,26.57877502244374,20.51229231501327,8.83419592372961,25.67601591870702,2
8.48,160,21.888540578131757,16.93326092987221,7.606427734052481,21.56603947942825,1
8.48,174,24.457454678884098,18.689830462176307,8.251993193827682,22.810783361285985,2
8.48,194,26.25034789769755,20.794688087745264,10.54695311872528,26.24891376909445,2
8.48,202,27.57033885400645,21.503856146575984,9.901881767568776,26.20722350588216,2
8.48,162,22.758784066134837,17.978326349366103,8.289486924157167,22.249819655351104,1
8.48,184,25.449018510446813,19.734560859931825,9.440775414004548,23.44226553366444,2
8.48,186,25.23347556082299,20.109183636431894,8.923686614408501,24.072038640607733,1
8.48,212,29.02636877963644,21.86535790159453,10.226483298718795,28.75029136316337,2
8.48,186,25.871668241257183,19.482008497558628,8.555347383209131,25.026111957424533,2
8.48,160,21.957454678884098,17.668895815416477,8.300403313871502,20.81750390614292,2
8.48,192,26.88854057813175,20.050952055502105,9.341332635506497,26.837964341863923,2
8.48,182,24.949018510446816,19.78425088706688,8.886675220522795,24.163984127849027,2
8.48,186,26.741911729260263,19.69793160887521,8.628232833028466,25.161851637922314,2
8.48,204,27.51793261119916,21.783535703635756,10.277808352399596,26.341619473405864,2
8.48,166,23.37166824125719,18.20999699524224,7.82449389666543,21.894799510254057,2
8.48,190,26.15612529163336,21.071424153115284,9.874590416975488,24.43510536012155,2
8.47,160,21.95745467888409,17.422443567501087,7.907408319429565,20.558250861241085,2
8.47,164,22.17299762850792,17.400260896745348,8.44358477050351,21.519337282410824,2
8.47,162,22.811190308942127,18.32324564929411,8.9926914854409,22.15209103994093,2
8.47,166,22.664561460070644,18.499793836690717,8.37492327972793,21.711838887695,2
8.47,176,23.750347897697548,18.225438965254536,8.79364821862244,22.96524059368065,2
8.47,172,24.07877502244374,19.240280812696877,8.046102412056882,22.733574366270965,2
8.47,162,22.5956473593183,18.17695182216101,8.165057298035716,22.18140805700986,2
8.47,166,22.758784066134837,17.648803879496036,7.941813558222019,22.34756311698917,1
8.47,172,23.62902755413791,19.21805300198677,8.747466689716024,23.394310223651004,1
8.47,166,23.043241116511,17.632266564359863,8.340103020448874,21.451983472871948,2
8.46,206,28.034804948073724,23.00789498338961,10.8697403347845,29.032282524055848,2
8.46,184,25.380104409694468,18.926580474531853,8.82676441466194,24.43506531520645,2
8.46,192,26.957454678884098,20.520728483450547,9.437994796653712,26.083786085370317,2
8.46,176,24.24191172926027,19.499793836690717,8.914659761608249,23.168044077134983,2
8.46,184,25.00142475325411,20.28387072537414,9.357430362504116,24.570658239260528,2
8.46,192,25.354795904382627,20.38444419498529,9.173283489162586,23.37346103049488,2
8.46,184,25.32769816688717,19.697931608875205,8.96982296186857,24.551285709453207,2
8.46,194,25.992988584816825,20.683102506518157,9.830060932302272,25.171798033987344,2
8.46,156,21.836134335324456,17.599981714664132,7.827727954184875,21.048836256020984,2
8.46,162,22.664561460070644,16.827688120872132,6.719678837282517,20.8559272074843,2
8.46,166,23.0956473593183,18.054916295170237,8.898071176707509,21.644452916300825,2
8.46,160,21.888540578131757,17.231874101450714,7.838107346504513,21.84922827746705,1
8.46,158,21.76722023457211,16.55499089231572,7.354355420957429,22.76582385707536,2
8.44,166,22.716967702877938,18.29827216572065,8.629476146177375,21.711838887695,2
8.44,186,23.777445635193008,19.480820512162605,9.182807639308528,22.10729255038164,1
8.44,166,22.88010440969447,17.540514854823726,7.96606308269055,21.60595166630717,2
8.44,214,29.73347556082299,22.474807946738785,9.450151261622937,29.43309936532262,2
8.44,194,27.449018510446816,20.98848877370918,9.138609499713844,26.24891376909445,2
8.44,196,27.57033885400645,21.05201794343486,9.382198819868645,25.49750309310373,2
8.44,178,24.457454678884098,19.446427091308102,9.098115340737426,23.699606544050862,2
8.44,150,20.00986092169139,16.513234774461917,8.01526886659886,17.93401604811566,0
8.44,160,22.474327015758657,17.74627554179722,7.871691135415749,23.033093904715525,2
8.44,160,22.051677284948283,17.14880387949604,7.680729009546306,21.341536460280874,1
8.44,190,26.08721119088101,20.62383039592258,10.269233368097408,25.540154591082626,2
8.44,192,25.354795904382627,20.315195072494564,9.11674181741666,23.34526270011552,2
8.44,188,25.99298858481683,20.84816021848531,9.842514493433624,24.4064300356457,3
8.43,160,22.051677284948283,17.218053001986767,7.769968631792622,21.370814618437205,1
8.43,172,23.58721119088101,18.377758309699946,8.63806448447661,22.637081702085226,2
8.43,174,24.17299762850792,19.386194478137224,8.40615069325299,24.070131014841326,2
8.43,166,22.880104409694468,17.540514854823726,8.103031976317377,21.60595166630717,2
8.43,132,18.13746372257519,14.406115692058966,6.327860299606908,17.00803372505024,1
8.43,188,25.99298858481683,20.84816021848531,9.815791994448013,24.4064300356457,3
8.43,172,23.75034789769755,19.461789034229927,9.655518533434307,22.74322477044835,2
8.43,196,27.57033885400645,20.94644513443477,9.236238388463264,25.430426068730927,2
8.43,198,26.22503939238571,20.56504926232219,9.695576057341608,24.739477167791428,1
8.43,164,21.957454678884098,17.897299361928937,8.263604924239079,21.702211637973484,1
8.42,160,22.05167728494828,17.245695200914664,7.948216013982873,21.91760381837424,2
8.42,168,23.46589084732138,17.803124256182546,7.885983876586547,23.022386137565853,2
8.42,182,25.11215521726335,19.999793836690717,9.111838015115389,23.941416617065236,2
8.41,174,24.336134335324456,18.673367744185622,8.334865588527318,24.0015418603054,2
8.41,228,31.43214617357225,24.219444236154175,11.37050645177498,30.49624023990824,2
8.41,188,25.449018510446816,21.16045964697919,10.843599550266989,24.26308452518327,2
8.41,204,28.44058234200953,21.664076458530477,9.869132598055469,26.831528542823328,2
8.41,160,22.051677284948283,17.218053001986767,7.781871132260964,21.370814618437205,1
8.4,120,16.355160383312146,13.236083660263033,5.977897363081693,14.667728185142163,2
8.4,186,25.233475560822992,19.9585105208018,9.033769861061984,24.26308452518327,1
8.4,180,23.612155217263343,19.20890165011836,10.232310820640256,21.453097554079594,1
8.4,168,23.37166824125719,17.534794902058678,7.116125446689243,21.817753565133795,2
8.4,180,23.992988584816825,19.847399895099816,9.79776234303246,21.658521558386514,1
8.4,160,22.051677284948283,17.14880387949604,7.829188467370538,21.91760381837424,2
8.4,168,21.871668241257183,18.712485728093743,9.969527021113125,19.723394258827547,1
8.4,190,25.31082583001261,21.018257586922505,10.836072478808369,22.466164221643936,1
8.4,152,19.672997628507925,16.9481952107835,8.754212202494664,19.17881184877256,0
8.4,174,23.23347556082299,18.569088099135808,9.27980171334535,20.642424516840627,0
8.4,190,26.08721119088101,20.493693722232912,10.1398661118951,25.47223576314781,2
8.4,152,18.76093777724796,16.530170087614305,8.374671842501535,18.336292738184707,0
8.4,206,28.277445635193,22.380445068181043,10.465522085145295,27.023785574102337,2
8.4,152,18.76093777724796,16.43841837807817,8.229816214929862,18.851896561235023,0
8.4,182,24.52636877963644,19.32837384711213,8.794981674323209,23.366001921209,1
8.4,180,23.66456146007064,19.26130789292565,10.57444235856307,21.453097554079594,1
8.4,170,22.622745096813755,18.790596320668865,8.679937804318746,21.796794997993437,0
8.4,190,25.70853153444065,20.36894197956991,9.23447067909064,25.50134286134243,2
8.4,162,22.949018510446816,17.865032555359875,7.780715725246514,20.14105331093919,3
8.4,194,26.225039392385707,20.809240053403585,10.187434395901,24.08869971518245,0
8.4,202,27.66456146007064,22.07104399142254,11.070861770753202,27.415738117996856,2
8.4,178,24.200095366003374,19.223788637515057,8.618440895788897,22.547201669577756,0
8.4,176,23.164561460070644,19.383343419916425,9.741677961666754,21.815771056869863,1
8.4,180,24.103719048826072,19.516301694635768,9.649540997635848,21.574464211172263,0
8.4,154,20.543241116511005,15.71733781855564,7.098342519005287,19.245734749746045,0
8.4,164,22.501424753254117,17.40976295311538,7.273897109899485,21.28845752915276,1
8.4,180,24.103719048826072,19.646438368325438,9.808007698711736,21.63983973686825,0
8.4,158,20.338288046437583,16.50441844433189,7.385449391082119,19.21820024558947,0
8.39,174,23.559748974456053,19.43432681780496,9.684377561272983,20.70754884003301,0
8.39,184,25.449018510446816,19.96082853165462,9.55958461006736,23.289754332939903,2
8.39,208,29.147689123196084,22.57620164643169,9.87428627200049,27.35079371434797,2
8.39,148,20.38010440969447,16.514195277037228,7.680078523534451,18.87306205617493,2
8.39,172,23.58721119088101,18.247621636010276,8.429164589477454,22.569549211208315,2
8.39,162,22.5956473593183,17.377512990555765,7.243898066441196,22.20095348273466,2
8.39,180,25.258784066134837,18.351946421014453,8.131951458820172,24.844621773962608,2
8.39,154,21.018297090128677,17.113802814128075,7.892364056639933,21.009820882564952,1
8.39,166,22.921920772951363,17.64880387949604,8.042988961777734,22.69956028426085,2
8.39,172,23.46589084732138,18.010231037369092,7.974136330817222,23.83499380575285,2
8.39,212,29.241911729260263,21.66597210541413,10.115325251575422,28.75029136316337,2
8.39,168,23.46589084732138,17.803124256182546,7.885983876586547,23.022386137565853,2
8.38,148,20.311190308942127,16.59998171466413,7.692887716766842,19.753086419753085,1
8.38,160,22.051677284948283,17.14880387949604,7.84109096783888,22.10323234538581,2
8.38,176,23.63709924364568,19.884238585850483,10.137473395669655,19.867881077357897,0
8.37,186,25.13709924364568,19.767606033013045,9.758401141623349,22.444372743543717,0
8.37,160,22.051677284948283,17.07955475700531,7.751851345592564,21.88829909086972,2
8.37,208,28.371668241257183,21.387860488639937,10.200996126281158,28.25320004901875,2
8.37,184,25.32769816688717,19.697931608875205,8.957920461400228,24.551285709453207,2
8.37,166,22.811190308942127,17.662624978959983,8.020172231758838,22.826715922873195,1
8.37,154,21.181433796945207,16.978326349366103,7.820324609864069,20.72704081632653,2
8.37,190,26.15612529163336,21.071424153115284,9.896289061169208,24.43510536012155,2
8.37,210,28.15612529163336,23.129215326949254,11.291824949464877,28.47733752273486,2
8.37,178,24.67299762850792,18.38819551037832,8.829773843469397,23.43858450443787,2
8.36,184,24.20009536600337,19.86660592559043,9.242758079245265,23.223050919033295,1
8.36,172,23.75034789769755,18.839753507239152,9.124123388066028,22.67567628025044,2
8.36,174,24.172997628507925,18.579480159859823,8.156396974051031,24.030936463775323,2
8.36,184,25.871668241257197,19.98848877370918,8.710636625514548,24.628780029323053,2
8.36,160,22.00986092169139,16.791726552928857,7.363471222310248,20.769480345113088,2
8.36,196,26.95745467888409,20.25000282994412,9.702609085227095,26.37521757433029,2
8.36,162,22.5956473593183,17.685052968859903,8.040479613736252,22.18140805700986,2
8.35,192,25.191659197566093,20.47523540194612,8.903750321490282,23.2231011549346,2
8.35,164,22.758784066134837,17.516331151826886,7.63645821872439,22.161863229231635,2
8.35,184,25.777445635193,20.212058272886416,8.64152356016257,23.62345523973014,2
8.35,176,23.58721119088101,18.38547929470609,8.573036559403722,23.34194531009007,2
8.35,150,20.96589084732138,17.099981714664132,7.630549700677738,20.269054406717288,2
8.35,166,22.880104409694468,17.83937334554641,8.49647815753501,21.644452916300825,2
8.35,166,22.50142475325411,18.336657129874183,8.292450959230246,21.711838887695,2
8.35,166,22.880104409694468,17.83937334554641,8.484575657066669,21.644452916300825,2
8.35,182,25.07033885400645,19.971571296880253,8.650744529720642,23.1944675386881,3
8.34,168,23.46589084732138,17.803124256182546,7.924001992946137,23.022386137565853,2
8.34,174,23.16456146007064,19.01386025529884,9.934479054863656,21.82525951557093,2
8.34,166,22.88010440969447,18.59154554622685,9.066170883370315,21.779235977581475,2
8.34,184,25.164561460070644,19.816290417618443,9.104152633636614,24.56097188667258,2
8.34,108,14.11251969619286,12.47946898800457,6.0309667875666175,13.367084453287442,0
8.34,132,17.97432701575866,14.242978985242436,6.330581236020291,17.00803372505024,1
8.33,168,23.302754140504845,17.53183336724227,7.172819284187607,23.139814735967278,2
8.33,188,25.327698166887178,20.363937210236,9.741553686927697,24.80318293286808,1
8.33,160,22.50142475325411,17.779246117732967,7.5593012713661984,20.93278562067283,3
8.33,164,22.501424753254117,17.318011243579242,7.1367288969884335,21.692584615365973,1
8.33,156,21.794317972067564,17.124545579353715,7.258568312790738,20.030719976627747,2
8.33,174,24.388540578131757,18.795023109483648,8.891310864887632,24.030936463775323,2
8.33,168,23.46589084732138,18.42515978317332,8.177946933447908,23.090883761461825,2
8.33,158,21.95745467888409,16.723437933013436,7.232879483692014,20.28,2
8.32,172,23.750347897697548,18.15683042904945,8.653500246603965,22.569549211208315,2
8.32,154,21.1814337969452,16.862010775140384,7.742503704776888,21.13663065478564,2
8.32,200,27.32769816688717,22.001929711480376,9.96810541360601,27.85093709276143,2
8.32,178,25.095647359318303,19.372753540366023,8.985014971792241,24.825005285196504,2
8.32,188,25.327698166887178,20.363937210236,9.741553686927697,24.80318293286808,1
8.32,174,23.750347897697548,18.50789498338961,8.87829278497346,22.656378575603984,2
8.32,180,25.0956473593183,19.7473763168661,8.956138792040631,25.07024443495039,2
8.32,124,16.844570503761737,13.113222473245514,6.186118351826089,14.74277894187993,1
8.32,186,25.96589084732138,19.932880768179466,9.316970329351788,25.76710448189021,2
8.32,186,26.034804948073724,20.242616866676357,9.210499099831305,24.745042407384226,2
8.32,120,15.689869965382488,14.056819257194196,6.957996425315129,15.282399930999288,0
8.31,172,23.37166824125719,18.58486509088649,8.36794798949612,22.60813795339622,2
8.31,172,23.75034789769755,18.12058133968558,8.069732550593873,22.617785661167883,2
8.31,166,22.50142475325411,18.20652045618452,7.902040938161242,21.673331252322185,2
8.31,182,24.949018510446816,20.038178800844246,8.979422423759857,24.009144276702227,2
8.31,184,24.20009536600337,19.86660592559043,9.32903109427944,23.223050919033295,1
8.31,178,24.45745467888409,18.62596627071225,8.657962647782474,23.535243055169136,2
8.3,188,25.07033885400645,20.51516120955752,9.242361458194232,23.747478194759463,1
8.3,178,23.94058234200953,19.35392531120473,9.664666550812283,21.583802536537828,0
8.3,170,22.457454678884098,19.29827216572065,9.83210129434253,20.93462784670962,1
8.3,160,21.46589084732138,16.278225369754576,7.489892279614063,20.20327947610741,0
8.3,160,21.208531534440663,16.97985457964231,7.713500715169303,19.93359375,0
8.3,186,24.36323207281991,20.56794761405756,9.386699025491636,23.28022451622961,1
8.3,158,22.216967702877938,16.90976295311538,6.791018851593437,21.771094081649828,1
8.3,176,23.164561460070644,19.383343419916425,9.741677961666754,21.815771056869863,1
8.3,192,25.23347556082299,20.97619590452143,9.55836968026082,24.043389867736103,1
8.3,168,22.241911729260277,17.861601156256512,8.54675636056373,20.868410985683614,1
8.3,186,24.484552416379547,20.066987111482256,9.002769885487856,22.47248175110008,2
8.3,194,26.225039392385707,20.679103379713915,10.09942213155408,24.02275284096916,1
8.3,170,23.37166824125719,18.000554160076202,7.698744458348475,22.25132106376299,1
8.3,158,21.37166824125719,17.433186332726727,7.683889406803034,19.190003164062816,1
8.3,128,17.225403871315223,13.774468624416564,6.230344734317834,15.589160789359,2
8.3,180,23.992988584816832,20.270049625910197,9.858855870653372,21.845414980937395,1
8.3,174,23.23347556082299,18.569088099135808,9.247267544922932,20.642424516840627,0
8.3,146,19.67299762850792,15.546860288425709,7.126789515200077,18.71075723968083,0
8.3,184,25.28588180363028,20.10170797056992,9.438071195369814,23.909723839387787,2
8.3,184,24.64768912319608,19.762173601668596,9.719613242947204,22.72559210889867,0
8.3,182,24.103719048826072,19.292352033765784,9.39755439819071,21.77998678918314,0
8.3,192,25.191659197566096,20.736469251900765,9.317818035887925,23.68381882758761,1
8.3,206,27.802389661575333,22.25645364890353,10.814104610467217,25.94058512350332,0
8.3,180,25.095647359318296,18.188809714197927,8.016267777847014,24.844621773962608,2
8.29,170,23.534804948073724,18.485392396344203,8.585757423799388,22.203125,2
8.29,182,25.07033885400645,20.10170797056992,8.792545639973481,23.26116563957893,2
8.29,154,21.087211190881018,16.922443567501087,7.710230065922428,19.79119801977808,2
8.29,162,22.5956473593183,17.685052968859903,8.040479613736252,22.18140805700986,2
8.29,190,26.034804948073724,20.7635040131184,9.432608280505187,25.530451416312943,2
8.28,184,25.28588180363028,20.03245884807919,9.371792390642716,23.881087203383192,2
8.28,190,25.708531534440656,20.061402001265765,8.488190597986337,25.52074840301194,2
8.28,182,25.07033885400645,20.06332300641639,8.788372094024847,23.1944675386881,3
8.28,210,28.44058234200953,22.523642517949163,11.200060492846877,27.45663589976472,2
8.28,150,20.38010440969447,16.215336786314545,7.06100643537026,19.28398278440829,2
8.28,158,21.465890847321376,16.6931541155588,8.090031379910236,20.558250861241085,2
8.28,168,23.46589084732138,17.803124256182546,7.924001992946137,23.022386137565853,2
8.28,154,21.087211190881018,16.55220007949801,7.078439725310674,19.599703497162448,2
8.28,206,27.57033885400645,22.023642517949163,10.818246031480646,26.927647634882533,2
8.28,190,25.871668241257183,20.408287446298758,9.910147263752329,25.540154591082626,2
8.28,160,22.051677284948283,17.14880387949604,7.84109096783888,21.56603947942825,2
8.28,168,23.30275414050484,17.639987549366015,7.693625827790552,23.022386137565853,2
8.28,180,25.095647359318303,19.432880768179466,9.119792075844652,24.98195010140728,2
8.28,154,21.60408352775558,16.69348913729718,7.277539755973285,21.974230695746577,1
8.28,150,20.96589084732138,16.547195310164092,7.085724216606467,20.230095177968085,2
8.28,178,24.24191172926027,19.06236250384108,8.66141937240131,23.66092783538205,2
8.28,160,21.888540578131757,17.478326349366103,7.986450186447964,21.50746527777778,2
8.27,194,26.45745467888409,21.1316862234773,9.234512195319812,26.867454311778904,2
8.27,216,28.86323207281991,23.8363221081358,11.64537834005815,29.452616835471822,2
8.26,168,23.302754140504845,19.268123190814585,8.891782510986289,23.227899043337622,2
8.26,180,25.07033885400645,20.27119011098843,9.23150794737033,23.24210777330551,3
8.26,184,25.380104409694468,18.796443800842184,8.69739715845963,24.367281858677615,2
8.25,174,23.53480494807372,18.930544714199986,8.646126103340265,22.97489589530042,2
8.25,156,21.672997628507925,17.254302091350635,7.559470918424149,21.204924512748317,2
8.25,186,24.52636877963644,18.72478402722649,8.66772510879285,23.823820412673324,0
8.25,198,26.112155217263343,20.033179461455315,10.39737146683412,24.701715384807848,0
8.25,162,22.38010440969447,18.34547346000421,7.850493964640411,22.249819655351104,2
8.25,162,22.00986092169139,17.3925399117392,8.25483099856354,20.923177460793287,3
8.25,202,27.664561460070644,22.071043991422545,11.08276715255236,27.415738117996856,2
8.24,164,22.17299762850792,17.109123391028813,7.619851760303113,21.105774091511048,1
8.24,178,24.50986092169139,19.300408040510312,9.510693603798176,23.60291546850596,2
8.24,186,26.03480494807372,19.023109677384397,8.32409168042403,24.60940540036606,2
8.24,206,28.034804948073724,22.70903649266692,10.50635057750902,28.83530802548573,2
8.24,158,20.50142475325412,16.90250431045268,7.662298507771299,19.40626394473257,1
8.24,174,24.388540578131757,19.34780951398369,9.638527067769122,24.070131014841326,2
8.24,182,25.327698166887178,19.617865124013356,9.118942725290784,24.09623593751951,2
8.24,178,24.13118126525103,18.61418840576581,7.975843658006043,23.622252162905315,2
8.24,182,25.00142475325411,19.27808543596784,8.268889616142665,24.58034476707035,1
8.23,184,25.216967702877938,20.245485761220607,9.91931070994419,24.570658239260528,2
8.23,120,16.396976746569035,12.66562871605281,5.3570962765609496,15.08060406027236,1
8.23,184,25.164561460070644,19.89326052511532,8.739470985319613,24.56097188667258,2
8.23,200,27.164561460070644,21.930544714199986,9.769942855390896,27.85093709276143,2
8.23,180,25.043241116511005,20.13264672605261,9.528615009699218,25.119300811926784,2
8.22,106,14.233840039752504,11.252620975399203,5.1265347411221205,12.617145633061693,2
8.22,164,21.84672421487486,17.836657129874183,8.424833308331687,21.201912545319797,1
8.22,180,23.614308928376477,19.40557123062653,8.97281800545008,21.995027209607805,1
8.22,196,26.225039392385707,21.21806868475,10.330863021521434,24.296051107291696,1
8.22,154,20.38010440969447,16.629550348687637,7.3886192527017,19.341363483725903,0
8.22,182,24.15612529163336,20.139912952220524,9.951495443339397,21.714575257165528,1
8.22,174,23.23347556082299,18.69922477282548,9.385428804055124,20.70754884003301,0
8.22,130,16.518297090128677,14.885246381940387,7.7846763623707265,15.881526676316678,0
8.22,174,24.457454678884098,18.949723647862896,8.451149921433274,23.003863010409365,2
8.22,150,21.465890847321376,16.469845040974466,7.486817228536165,19.150134973544183,2
8.22,124,16.355160383312146,13.697118355226936,6.017245235239338,14.958720773985489,2
8.22,176,23.23347556082299,19.113438335198573,10.023528478760362,21.13595778745284,0
8.22,160,21.37166824125719,16.89422102769063,7.601402375162525,19.18060486522025,0
8.22,136,17.225403871315223,15.29349467240425,7.689942016879973,16.789418243644093,0
8.22,160,21.62902755413791,15.766159983387546,7.043633679129553,20.069059099616123,0
8.22,200,26.64768912319608,22.092511478747145,10.020970486047704,25.660447274213496,1
8.22,192,25.191659197566096,20.73646925190077,9.315460690145068,23.68381882758761,1
8.22,164,22.078775022443743,16.698237173422466,7.480833600827858,20.57534958628532,1
8.22,180,23.94058234200953,19.015721353753204,9.187748263517944,21.995027209607805,0
8.21,174,24.457454678884098,18.665266597486728,8.272314382256601,22.810783361285985,2
8.21,188,25.819261998449896,20.5243577013803,9.398697783087036,25.06489136980348,2
8.21,172,23.424074484064484,18.706520456184517,8.534741800686623,22.637081702085226,2
8.21,154,21.181433796945207,16.718053001986767,7.576410095976725,20.590578335220357,1
8.21,198,26.22503939238571,20.56504926232219,9.943388778224271,24.862232591368443,0
8.21,160,21.888540578131757,16.93326092987221,7.606427734052481,21.56603947942825,1
8.21,174,24.24191172926027,18.40503839006176,7.964096442038527,22.78182844668599,2
8.21,206,28.250347897697544,22.670651528513392,10.926429305063897,28.992885032372875,2
8.21,154,21.302754140504845,16.884058603347558,7.9223693649908284,19.79119801977808,2
8.21,182,24.949018510446816,20.15373405168447,8.88209034373931,24.09623593751951,2
8.21,180,23.871668241257183,19.29197187207303,9.765219008036985,23.013492782053216,2
8.21,158,21.371668241257197,16.836657129874187,7.95693714228628,19.26520264505664,2
8.21,174,24.172997628507925,18.51023103736909,8.220534865949428,24.0015418603054,2
8.2,144,20.095647359318303,16.229738226661055,6.801581106558848,19.29598276684404,2
8.2,164,22.17299762850792,16.971265732332995,7.78380243945674,21.41350069389557,2
8.2,172,23.75034789769755,19.331652360540264,9.526151277232,22.67567628025045,2
8.2,200,27.733475560822985,21.00657236224821,9.671839769586011,25.861814104218936,2
8.2,154,21.250347897697548,17.014195277037228,7.877256777041588,19.63799353535936,2
8.19,166,22.50142475325411,18.336657129874183,8.225284046168492,21.711838887695,2
8.19,174,22.741911729260263,17.86122099456377,9.469871304501066,20.99617441984684,0
8.19,178,24.29431797206756,18.95472841719682,8.782717980070727,23.535243055169136,2
8.19,200,26.863232072819905,20.934607024085253,9.719621124334967,26.01529708226825,2
8.19,212,29.02636877963644,23.10942895557607,11.080487336977823,28.88680507971234,2
8.19,190,26.15612529163336,21.140673275606016,9.962567865896304,24.46378274744645,2
8.19,150,20.80275414050485,16.384058603347558,6.730502324305259,20.230095177968085,2
8.19,156,21.888540578131757,16.847809513983687,7.254643591285941,21.13663065478564,2
8.19,204,26.98455241637955,22.014200706982216,10.058065229178276,25.259132410979483,2
8.19,156,21.888540578131757,17.469845040974466,8.010461975660498,21.204924512748317,2
8.19,184,25.216967702877938,19.554201111739108,9.27832042024425,24.47380262262988,2
8.18,160,21.95745467888409,17.721302058223774,8.197700707501603,20.59664716473555,2
8.18,198,27.66456146007064,20.03083066239054,8.806367881503071,26.482109907567487,2
8.17,190,25.965890847321376,19.520087897164903,9.033802793060248,26.641386907778365,2
8.17,188,25.777445635193,20.80881475175647,9.23169475318172,24.36819948688504,2
8.17,188,26.45745467888409,20.877512990555765,8.93724987218944,26.150117095119384,2
8.17,182,25.07033885400645,19.841434623190587,8.517411196387307,23.127781884770947,2
8.17,148,20.75878406613483,16.522631445474506,7.904089445955894,18.682124356566604,2
8.17,194,26.64768912319608,21.548921566069883,9.47343309153813,25.10477189714369,3
8.17,194,26.74191172926027,20.603083521974096,9.169477654249643,25.77307888646992,2
8.17,200,27.57033885400645,21.41306493961516,9.849056556175778,25.928956499805707,2
8.17,174,24.17299762850792,18.08758130655872,8.031819289751567,24.030936463775323,2
8.17,166,22.716967702877938,17.999413674997967,8.224955222752097,21.673331252322185,2
8.17,178,24.457454678884098,19.31629041761844,8.968748084535118,23.63192079581027,2
8.17,180,24.45745467888409,19.00789498338961,9.01130266761135,23.58357953708102,2
8.16,166,23.534804948073724,18.734895881670205,7.945751125757989,21.702211637973484,3
8.16,152,20.5956473593183,16.132266564359867,7.695983251845774,19.18837139074145,1
8.16,170,23.043241116511,17.587581306558715,8.471239603370154,22.37665600697753,2
8.16,192,24.86323207281991,20.15777831844309,9.786069363154258,23.76851729562127,1
8.15,192,25.777445635193,20.866605925590427,9.68969959434123,24.71240580347047,2
8.15,186,24.863232072819912,21.192699356720567,10.253331612690408,22.781870172582806,1
8.15,176,23.65612529163337,18.15927186838637,7.940558950801238,22.347558436880217,2
8.15,176,23.233475560822985,19.016301694635764,9.395410164159976,21.303804333138157,1
8.15,182,24.57877502244373,19.86122099456377,9.947479651270797,23.20399507838967,2
